4826	P40406	NAGZ_BACSU	reviewed	Beta-hexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase) (N-acetylglucosaminidase) (ORF1)	nagZ ybbD yzbA BSU01660	Bacillus subtilis (strain 168)	642
4827	P40429	RL13A_HUMAN	reviewed	60S ribosomal protein L13a (23 kDa highly basic protein)	RPL13A	Homo sapiens (Human)	203
4828	P40616	ARL1_HUMAN	reviewed	ADP-ribosylation factor-like protein 1	ARL1	Homo sapiens (Human)	181
4829	P40859	MSOX_BACB0	reviewed	Monomeric sarcosine oxidase (MSOX) (EC 1.5.3.1)	soxA sox	Bacillus sp. (strain B-0618)	390
4830	P40871	DHBE_BACSU	reviewed	2,3-dihydroxybenzoate-AMP ligase (EC 6.3.2.-) (Dihydroxybenzoic acid-activating enzyme)	dhbE entE BSU31980	Bacillus subtilis (strain 168)	539
4831	P40939	ECHA_HUMAN	reviewed	Trifunctional enzyme subunit alpha, mitochondrial (78 kDa gastrin-binding protein) (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)]	HADHA HADH	Homo sapiens (Human)	763
4832	P40943	XYN1_GEOSE	reviewed	Endo-1,4-beta-xylanase (Xylanase) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase)		Geobacillus stearothermophilus (Bacillus stearothermophilus)	407
4833	P41007	PYRR_BACCL	reviewed	Bifunctional protein PyrR [Includes: Pyrimidine operon regulatory protein; Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9)]	pyrR	Bacillus caldolyticus	179
4834	P41020	URE1_SPOPA	reviewed	Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha)	ureC	Sporosarcina pasteurii (Bacillus pasteurii)	569
4835	P41021	URE2_SPOPA	reviewed	Urease subunit beta (EC 3.5.1.5) (Urea amidohydrolase subunit beta)	ureB	Sporosarcina pasteurii (Bacillus pasteurii)	126
4836	P41022	URE3_SPOPA	reviewed	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	ureA	Sporosarcina pasteurii (Bacillus pasteurii)	100
4837	P41052	MLTB_ECOLI	reviewed	Membrane-bound lytic murein transglycosylase B (EC 4.2.2.n1) (35 kDa soluble lytic transglycosylase) (Murein hydrolase B) (Slt35)	mltB b2701 JW2671	Escherichia coli (strain K12)	361
4838	P41091	IF2G_HUMAN	reviewed	Eukaryotic translation initiation factor 2 subunit 3 (Eukaryotic translation initiation factor 2 subunit gamma X) (eIF-2-gamma X) (eIF-2gX)	EIF2S3 EIF2G	Homo sapiens (Human)	472
4839	P41250	SYG_HUMAN	reviewed	Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (AP-4-A synthetase) (Glycyl-tRNA synthetase) (GlyRS)	GARS	Homo sapiens (Human)	739
4840	P41407	AZOR_ECOLI	reviewed	FMN-dependent NADH-azoreductase (EC 1.7.-.-) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase)	azoR acpD b1412 JW1409	Escherichia coli (strain K12)	201
4841	P41789	NTRC_SALTY	reviewed	Nitrogen regulation protein NR(I)	glnG ntrC STM4005	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	469
4842	P41972	SYI1_STAAU	reviewed	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ileS	Staphylococcus aureus	917
4843	P42085	XPT_BACSU	reviewed	Xanthine phosphoribosyltransferase (XPRTase) (EC 2.4.2.22)	xpt BSU22070	Bacillus subtilis (strain 168)	194
4844	P42126	ECI1_HUMAN	reviewed	Enoyl-CoA delta isomerase 1, mitochondrial (EC 5.3.3.8) (3,2-trans-enoyl-CoA isomerase) (Delta(3),Delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)	ECI1 DCI	Homo sapiens (Human)	302
4845	P42216	KPSU5_ECOLX	reviewed	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	kpsU	Escherichia coli	246
4846	P42321	CATA_PROMI	reviewed	Catalase (EC 1.11.1.6)	katA	Proteus mirabilis	484
4847	P42328	ADH3_GEOSE	reviewed	Alcohol dehydrogenase (EC 1.1.1.1) (ADH-HT)		Geobacillus stearothermophilus (Bacillus stearothermophilus)	339
4848	P42357	HUTH_HUMAN	reviewed	Histidine ammonia-lyase (Histidase) (EC 4.3.1.3)	HAL HIS	Homo sapiens (Human)	657
4849	P42443	RECA_DEIRA	reviewed	Protein RecA (Recombinase A)	recA DR_2340	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422)	363
4850	P42512	FPTA_PSEAE	reviewed	Fe(3+)-pyochelin receptor (Fe(III)-pyochelin receptor)	fptA PA4221	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	720
4851	P42593	FADH_ECOLI	reviewed	2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34) (2,4-dienoyl coenzyme A reductase)	fadH ygjL b3081 JW3052	Escherichia coli (strain K12)	672
4852	P42768	WASP_HUMAN	reviewed	Wiskott-Aldrich syndrome protein (WASp)	WAS IMD2	Homo sapiens (Human)	502
4853	P42790	PICP_PSESR	reviewed	Pseudomonalisin (EC 3.4.21.100) (Pepstatin-insensitive carboxyl proteinase) (Pseudomonapepsin)	pcp	Pseudomonas sp. (strain 101) (Achromobacter parvulus T1)	587
4854	P42898	MTHR_HUMAN	reviewed	Methylenetetrahydrofolate reductase (EC 1.5.1.20)	MTHFR	Homo sapiens (Human)	656
4855	P42971	PBPC_BACSU	reviewed	Penicillin-binding protein 3 (PBP 3) (PSPB20) (Penicillin-binding protein C)	pbpC ycsM yzsA BSU04140	Bacillus subtilis (strain 168)	668
4856	P43080	GUC1A_HUMAN	reviewed	Guanylyl cyclase-activating protein 1 (GCAP 1) (Guanylate cyclase activator 1A)	GUCA1A C6orf131 GCAP GCAP1 GUCA1	Homo sapiens (Human)	201
4857	P43099	DCOR_LACS3	reviewed	Ornithine decarboxylase, inducible (ODC) (EC 4.1.1.17)	odcI	Lactobacillus sp. (strain 30a)	731
4858	P43133	THER_GEOSE	reviewed	Thermolysin (EC 3.4.24.27) (Neutral protease)	nprS nprM	Geobacillus stearothermophilus (Bacillus stearothermophilus)	551
4859	P43155	CACP_HUMAN	reviewed	Carnitine O-acetyltransferase (Carnitine acetylase) (EC 2.3.1.7) (Carnitine acetyltransferase) (CAT) (CrAT)	CRAT CAT1	Homo sapiens (Human)	626
4860	P43353	AL3B1_HUMAN	reviewed	Aldehyde dehydrogenase family 3 member B1 (EC 1.2.1.5) (Aldehyde dehydrogenase 7)	ALDH3B1 ALDH7	Homo sapiens (Human)	468
4861	P43457	NTPK_ENTHA	reviewed	V-type sodium ATPase subunit K (Na(+)-translocating ATPase subunit K) (Sodium ATPase proteolipid component)	ntpK ntpN EHR_08240	Enterococcus hirae (strain ATCC 9790 / DSM 20160 / JCM 8729 / LMG 6399 / NBRC 3181 / NCIMB 6459 / NCDO 1258)	156
4862	P43522	DEF_THETH	reviewed	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	def	Thermus thermophilus	192
4863	P43683	MRSA_BACSY	reviewed	Lantibiotic mersacidin	mrsA	Bacillus sp. (strain HIL-Y85/54728)	68
4864	P43700	GYRA_HAEIN	reviewed	DNA gyrase subunit A (EC 5.99.1.3)	gyrA HI_1264	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	880
4865	P43702	PARC_HAEIN	reviewed	DNA topoisomerase 4 subunit A (EC 5.99.1.3) (Topoisomerase IV subunit A)	parC HI_1529	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	747
4866	P43777	HPPK_HAEIN	reviewed	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (PPPK) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (HPPK)	folK HI_0064	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	160
4867	P43813	DNLJ_HAEIN	reviewed	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA lig ligN HI_1100	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	670
4868	P43876	AROE_HAEIN	reviewed	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	aroE	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	272
4869	P43886	CYSE_HAEIN	reviewed	Serine acetyltransferase (SAT) (EC 2.3.1.30)	cysE HI_0606	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	267
4870	P43889	GLMU_HAEIN	reviewed	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU HI_0642	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	456
4871	P43912	TRMD_HAEIN	reviewed	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	trmD HI_0202	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	246
4872	P43985	CMOA_HAEIN	reviewed	tRNA (cmo5U34)-methyltransferase (EC 2.1.1.-)	cmoA HI_0319	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	241
4873	P44096	Y1034_HAEIN	reviewed	UPF0234 protein HI_1034	HI_1034	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	163
4874	P44160	Y1317_HAEIN	reviewed	Putative glucose-6-phosphate 1-epimerase (EC 5.1.3.15) (Putative D-hexose-6-phosphate mutarotase)	HI_1317	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	271
4875	P44345	RL4_HAEIN	reviewed	50S ribosomal protein L4	rplD rpl4 HI_0778	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	200
4876	P44469	PBP2_HAEIN	reviewed	Penicillin-binding protein 2 (PBP-2)	mrdA pbp2 HI_0032	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	651
4877	P44490	KDSB_HAEIN	reviewed	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	kdsB HI_0058	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	254
4878	P44725	RPIA_HAEIN	reviewed	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	rpiA HI_0464	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	219
4879	P44783	GLPG_HAEIN	reviewed	Rhomboid protease GlpG (EC 3.4.21.105) (Intramembrane serine protease)	glpG HI_0618	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	192
4880	P44801	DHAS_HAEIN	reviewed	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	asd HI_0646	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	371
4881	P44868	TRML_HAEIN	reviewed	tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL)	trmL HI_0766	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	160
4882	P44886	Y827_HAEIN	reviewed	Uncharacterized acyl-CoA thioester hydrolase HI_0827 (EC 3.1.2.-)	HI_0827	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	154
4883	P45059	FTSI_HAEIN	reviewed	Peptidoglycan synthase FtsI (EC 2.4.1.129) (Penicillin-binding protein 3) (PBP-3) (Peptidoglycan glycosyltransferase 3)	ftsI HI_1132	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	610
4884	P45066	MURC_HAEIN	reviewed	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC HI_1139	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	475
4885	P45124	RSUA_HAEIN	reviewed	Ribosomal small subunit pseudouridine synthase A (EC 5.4.99.19) (16S pseudouridylate 516 synthase) (16S rRNA pseudouridine(516) synthase) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A)	rsuA HI_1243	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	232
4886	P45314	KDSC_HAEIN	reviewed	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC (EC 3.1.3.45) (KDO 8-P phosphatase)	HI_1679	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	180
4887	P45381	ACY2_HUMAN	reviewed	Aspartoacylase (EC 3.5.1.15) (Aminoacylase-2) (ACY-2)	ASPA ACY2 ASP	Homo sapiens (Human)	313
4888	P45494	PEPV_LACDL	reviewed	Beta-Ala-Xaa dipeptidase (EC 3.4.13.-) (Beta-Ala-His dipeptidase) (Peptidase V)	pepV	Lactobacillus delbrueckii subsp. lactis	470
4889	P45510	DHAK_CITFR	reviewed	Dihydroxyacetone kinase (DHA kinase) (EC 2.7.1.29) (Glycerone kinase)	dhaK	Citrobacter freundii	552
4890	P45563	XAPA_ECOLI	reviewed	Purine nucleoside phosphorylase 2 (EC 2.4.2.1) (Inosine-guanosine phosphorylase) (Purine nucleoside phosphorylase II) (PNP II) (Xanthosine phosphorylase)	xapA pndA b2407 JW2398	Escherichia coli (strain K12)	277
4891	P45799	NUDE_ECOLI	reviewed	ADP compounds hydrolase NudE (EC 3.6.1.-)	nudE yrfE b3397 JW3360	Escherichia coli (strain K12)	186
4892	P45844	ABCG1_HUMAN	reviewed	ATP-binding cassette sub-family G member 1 (ATP-binding cassette transporter 8) (White protein homolog)	ABCG1 ABC8 WHT1	Homo sapiens (Human)	678
4893	P45877	PPIC_HUMAN	reviewed	Peptidyl-prolyl cis-trans isomerase C (PPIase C) (EC 5.2.1.8) (Cyclophilin C) (Rotamase C)	PPIC CYPC	Homo sapiens (Human)	212
4894	P45954	ACDSB_HUMAN	reviewed	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial (SBCAD) (EC 1.3.8.5) (2-methyl branched chain acyl-CoA dehydrogenase) (2-MEBCAD) (2-methylbutyryl-coenzyme A dehydrogenase) (2-methylbutyryl-CoA dehydrogenase)	ACADSB	Homo sapiens (Human)	432
4895	P46072	FRA1_ALIFS	reviewed	Major NAD(P)H-flavin oxidoreductase (EC 1.6.99.-) (FRASE I)		Aliivibrio fischeri (Vibrio fischeri)	218
4896	P46336	IOLS_BACSU	reviewed	Protein IolS (EC 1.1.1.-) (AKR11A) (Vegetative protein 147) (VEG147)	iolS yxbF BSU39780 SS92ER	Bacillus subtilis (strain 168)	310
4897	P46439	GSTM5_HUMAN	reviewed	Glutathione S-transferase Mu 5 (EC 2.5.1.18) (GST class-mu 5) (GSTM5-5)	GSTM5	Homo sapiens (Human)	218
4898	P46459	NSF_HUMAN	reviewed	Vesicle-fusing ATPase (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein) (NEM-sensitive fusion protein) (Vesicular-fusion protein NSF)	NSF	Homo sapiens (Human)	744
4899	P46597	ASMT_HUMAN	reviewed	Acetylserotonin O-methyltransferase (EC 2.1.1.4) (Hydroxyindole O-methyltransferase) (HIOMT)	ASMT	Homo sapiens (Human)	345
4900	P46721	SO1A2_HUMAN	reviewed	Solute carrier organic anion transporter family member 1A2 (OATP-A) (Organic anion-transporting polypeptide 1) (OATP-1) (Sodium-independent organic anion transporter) (Solute carrier family 21 member 3)	SLCO1A2 OATP OATP1 OATP1A2 SLC21A3	Homo sapiens (Human)	670
4901	P46828	CCPA_BACME	reviewed	Catabolite control protein A (Catabolite control protein) (Glucose-resistance amylase regulator)	ccpA	Bacillus megaterium	332
4902	P46849	RTCA_ECOLI	reviewed	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4)	rtcA yhgJ yhgK b4475 JW5688	Escherichia coli (strain K12)	338
4903	P46859	GNTK_ECOLI	reviewed	Thermoresistant gluconokinase (EC 2.7.1.12) (Gluconate kinase 2)	gntK b3437 JW3400	Escherichia coli (strain K12)	175
4904	P46881	PAOX_ARTGO	reviewed	Phenylethylamine oxidase (EC 1.4.3.21) (Primary amine oxidase)		Arthrobacter globiformis	638
4905	P46883	AMO_ECOLI	reviewed	Primary amine oxidase (EC 1.4.3.21) (2-phenylethylamine oxidase) (Copper amine oxidase) (Tyramine oxidase)	tynA maoA b1386 JW1381	Escherichia coli (strain K12)	757
4906	P46926	GNPI1_HUMAN	reviewed	Glucosamine-6-phosphate isomerase 1 (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase 1) (GNPDA 1) (GlcN6P deaminase 1) (Oscillin)	GNPDA1 GNPI HLN KIAA0060	Homo sapiens (Human)	289
4907	P46976	GLYG_HUMAN	reviewed	Glycogenin-1 (GN-1) (GN1) (EC 2.4.1.186)	GYG1 GYG	Homo sapiens (Human)	350
4908	P47228	BPHC_BURXL	reviewed	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39) (2,3-dihydroxybiphenyl dioxygenase) (DHBD) (23OHBP oxygenase)	bphC Bxeno_C1125 Bxe_C1191	Burkholderia xenovorans (strain LB400)	298
4909	P47229	BPHD_BURXL	reviewed	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (HOPDA hydrolase) (EC 3.7.1.8) (2,6-dioxo-6-phenylhexa-3-enoate hydrolase)	bphD Bxeno_C1120 Bxe_C1186	Burkholderia xenovorans (strain LB400)	286
4910	P47895	AL1A3_HUMAN	reviewed	Aldehyde dehydrogenase family 1 member A3 (EC 1.2.1.5) (Aldehyde dehydrogenase 6) (Retinaldehyde dehydrogenase 3) (RALDH-3) (RalDH3)	ALDH1A3 ALDH6	Homo sapiens (Human)	512
4911	P47929	LEG7_HUMAN	reviewed	Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced gene 1 protein)	LGALS7 PIG1; LGALS7B	Homo sapiens (Human)	136
4912	P47985	UCRI_HUMAN	reviewed	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 1.10.2.2) (Complex III subunit 5) (Cytochrome b-c1 complex subunit 5) (Rieske iron-sulfur protein) (RISP) (Ubiquinol-cytochrome c reductase iron-sulfur subunit) [Cleaved into: Cytochrome b-c1 complex subunit 11 (Complex III subunit IX) (Ubiquinol-cytochrome c reductase 8 kDa protein)]	UQCRFS1	Homo sapiens (Human)	274
4913	P48029	SC6A8_HUMAN	reviewed	Sodium- and chloride-dependent creatine transporter 1 (CT1) (Creatine transporter 1) (Solute carrier family 6 member 8)	SLC6A8	Homo sapiens (Human)	635
4914	P48051	KCNJ6_HUMAN	reviewed	G protein-activated inward rectifier potassium channel 2 (GIRK-2) (BIR1) (Inward rectifier K(+) channel Kir3.2) (KATP-2) (Potassium channel, inwardly rectifying subfamily J member 6)	KCNJ6 GIRK2 KATP2 KCNJ7	Homo sapiens (Human)	423
4915	P48061	SDF1_HUMAN	reviewed	Stromal cell-derived factor 1 (SDF-1) (hSDF-1) (C-X-C motif chemokine 12) (Intercrine reduced in hepatomas) (IRH) (hIRH) (Pre-B cell growth-stimulating factor) (PBSF) [Cleaved into: SDF-1-beta(3-72); SDF-1-alpha(3-67)]	CXCL12 SDF1 SDF1A SDF1B	Homo sapiens (Human)	93
4916	P48068	RN_BACPU	reviewed	Ribonuclease (EC 3.1.27.-) (RNase Bp)		Bacillus pumilus (Bacillus mesentericus)	162
4917	P48167	GLRB_HUMAN	reviewed	Glycine receptor subunit beta (Glycine receptor 58 kDa subunit)	GLRB	Homo sapiens (Human)	497
4918	P48181	ACH2_CAEEL	reviewed	Acetylcholine receptor subunit beta-type unc-29 (Uncoordinated protein 29)	unc-29 T08G11.5	Caenorhabditis elegans	493
4919	P48357	LEPR_HUMAN	reviewed	Leptin receptor (LEP-R) (HuB219) (OB receptor) (OB-R) (CD antigen CD295)	LEPR DB OBR	Homo sapiens (Human)	1165
4920	P48448	AL3B2_HUMAN	reviewed	Aldehyde dehydrogenase family 3 member B2 (EC 1.2.1.5) (Aldehyde dehydrogenase 8)	ALDH3B2 ALDH8	Homo sapiens (Human)	385
4921	P48506	GSH1_HUMAN	reviewed	Glutamate--cysteine ligase catalytic subunit (EC 6.3.2.2) (GCS heavy chain) (Gamma-ECS) (Gamma-glutamylcysteine synthetase)	GCLC GLCL GLCLC	Homo sapiens (Human)	637
4922	P48507	GSH0_HUMAN	reviewed	Glutamate--cysteine ligase regulatory subunit (GCS light chain) (Gamma-ECS regulatory subunit) (Gamma-glutamylcysteine synthetase regulatory subunit) (Glutamate--cysteine ligase modifier subunit)	GCLM GLCLR	Homo sapiens (Human)	274
4923	P48544	KCNJ5_HUMAN	reviewed	G protein-activated inward rectifier potassium channel 4 (GIRK-4) (Cardiac inward rectifier) (CIR) (Heart KATP channel) (Inward rectifier K(+) channel Kir3.4) (IRK-4) (KATP-1) (Potassium channel, inwardly rectifying subfamily J member 5)	KCNJ5 GIRK4	Homo sapiens (Human)	419
4924	P48547	KCNC1_HUMAN	reviewed	Potassium voltage-gated channel subfamily C member 1 (NGK2) (Voltage-gated potassium channel subunit Kv3.1) (Voltage-gated potassium channel subunit Kv4)	KCNC1	Homo sapiens (Human)	511
4925	P48549	KCNJ3_HUMAN	reviewed	G protein-activated inward rectifier potassium channel 1 (GIRK-1) (Inward rectifier K(+) channel Kir3.1) (Potassium channel, inwardly rectifying subfamily J member 3)	KCNJ3 GIRK1	Homo sapiens (Human)	501
4926	P48551	INAR2_HUMAN	reviewed	Interferon alpha/beta receptor 2 (IFN-R-2) (IFN-alpha binding protein) (IFN-alpha/beta receptor 2) (Interferon alpha binding protein) (Type I interferon receptor 2)	IFNAR2 IFNABR IFNARB	Homo sapiens (Human)	515
4927	P48552	NRIP1_HUMAN	reviewed	Nuclear receptor-interacting protein 1 (Nuclear factor RIP140) (Receptor-interacting protein 140)	NRIP1	Homo sapiens (Human)	1158
4928	P48632	FPVA_PSEAE	reviewed	Ferripyoverdine receptor	fpvA PA2398	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	815
4929	P48637	GSHB_HUMAN	reviewed	Glutathione synthetase (GSH synthetase) (GSH-S) (EC 6.3.2.3) (Glutathione synthase)	GSS	Homo sapiens (Human)	474
4930	P48651	PTSS1_HUMAN	reviewed	Phosphatidylserine synthase 1 (PSS-1) (PtdSer synthase 1) (EC 2.7.8.29) (Serine-exchange enzyme I)	PTDSS1 KIAA0024 PSSA	Homo sapiens (Human)	473
4931	P48728	GCST_HUMAN	reviewed	Aminomethyltransferase, mitochondrial (EC 2.1.2.10) (Glycine cleavage system T protein) (GCVT)	AMT GCST	Homo sapiens (Human)	403
4932	P48735	IDHP_HUMAN	reviewed	Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	IDH2	Homo sapiens (Human)	452
4933	P49069	CAMLG_HUMAN	reviewed	Calcium signal-modulating cyclophilin ligand (CAML)	CAMLG CAML	Homo sapiens (Human)	296
4934	P49189	AL9A1_HUMAN	reviewed	4-trimethylaminobutyraldehyde dehydrogenase (TMABADH) (EC 1.2.1.47) (Aldehyde dehydrogenase E3 isozyme) (Aldehyde dehydrogenase family 9 member A1) (EC 1.2.1.3) (Gamma-aminobutyraldehyde dehydrogenase) (EC 1.2.1.19) (R-aminobutyraldehyde dehydrogenase) [Cleaved into: 4-trimethylaminobutyraldehyde dehydrogenase, N-terminally processed]	ALDH9A1 ALDH4 ALDH7 ALDH9	Homo sapiens (Human)	494
4935	P49228	RL32_DEIRA	reviewed	50S ribosomal protein L32	rpmF DR_2366	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422)	60
4936	P49247	RPIA_HUMAN	reviewed	Ribose-5-phosphate isomerase (EC 5.3.1.6) (Phosphoriboisomerase)	RPIA RPI	Homo sapiens (Human)	311
4937	P49302	VP1_POVMP	reviewed	Capsid protein VP1		Murine polyomavirus (strain P16 small-plaque) (MPyV)	384
4938	P49366	DHYS_HUMAN	reviewed	Deoxyhypusine synthase (DHS) (EC 2.5.1.46)	DHPS DS	Homo sapiens (Human)	369
4939	P49368	TCPG_HUMAN	reviewed	T-complex protein 1 subunit gamma (TCP-1-gamma) (CCT-gamma) (hTRiC5)	CCT3 CCTG TRIC5	Homo sapiens (Human)	545
4940	P49411	EFTU_HUMAN	reviewed	Elongation factor Tu, mitochondrial (EF-Tu) (P43)	TUFM	Homo sapiens (Human)	452
4941	P49419	AL7A1_HUMAN	reviewed	Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase) (EC 1.2.1.31) (Aldehyde dehydrogenase family 7 member A1) (EC 1.2.1.3) (Antiquitin-1) (Betaine aldehyde dehydrogenase) (EC 1.2.1.8) (Delta1-piperideine-6-carboxylate dehydrogenase) (P6c dehydrogenase)	ALDH7A1 ATQ1	Homo sapiens (Human)	539
4942	P49424	MANA_CELJU	reviewed	Mannan endo-1,4-beta-mannosidase (EC 3.2.1.78) (Mannanase 26A) (Man26A) (Mannanase A) (ManA)	manA man26A CJA_2770	Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa)	423
4943	P49448	DHE4_HUMAN	reviewed	Glutamate dehydrogenase 2, mitochondrial (GDH 2) (EC 1.4.1.3)	GLUD2 GLUDP1	Homo sapiens (Human)	558
4944	P49585	PCY1A_HUMAN	reviewed	Choline-phosphate cytidylyltransferase A (EC 2.7.7.15) (CCT-alpha) (CTP:phosphocholine cytidylyltransferase A) (CCT A) (CT A) (Phosphorylcholine transferase A)	PCYT1A CTPCT PCYT1	Homo sapiens (Human)	367
