Index	HGNC	Symbol	UniProt	Chromosome
14072	HGNC:24718	TMX3	Q96JJ7 thioredoxin-related transmembrane protein 3	18q22
14073	HGNC:24721	YTHDC2	Q9H6S0 YTH domain containing 2	5q22.3
14074	HGNC:24722	ZNF614	Q8N883 zinc finger protein 614	19q13.41
14075	HGNC:24723	ACSS3	Q9H6R3 acyl-CoA synthetase short-chain family member 3	12q21.31
14076	HGNC:24724	BORA	Q6PGQ7 bora, aurora kinase A activator	13q22.1
14077	HGNC:24725	FAM111A	Q96PZ2 family with sequence similarity 111, member A	11q12.1
14078	HGNC:24726	METTL4	Q8N3J2 methyltransferase like 4	18p11.31
14079	HGNC:24727	E2F8	A0AVK6 E2F transcription factor 8	11p15
14080	HGNC:24728	TARSL2	A2RTX5 threonyl-tRNA synthetase-like 2	15q26.3
14081	HGNC:24729	C12orf42	Q96LP6 chromosome 12 open reading frame 42	12q23.2
14082	HGNC:24731	NHLRC2	Q8NBF2 NHL repeat containing 2	10q26.11
14083	HGNC:24733	FUOM	A2VDF0 fucose mutarotase	10q26.3
14084	HGNC:24736	FAM228B	P0C875 family with sequence similarity 228, member B	2p23.3
14085	HGNC:24737	ZNF569	Q5MCW4 zinc finger protein 569	19q13.12
14086	HGNC:24738	C5orf34	Q96MH7 chromosome 5 open reading frame 34	5p12
14087	HGNC:24739	NKPD1	Q17RQ9 NTPase, KAP family P-loop domain containing 1	19q13.32
14088	HGNC:24740	ZNF615	Q8N8J6 zinc finger protein 615	19q13.41
14089	HGNC:24741	FAM73A	Q8NAN2 family with sequence similarity 73, member A	1p31.1
14090	HGNC:24745	C19orf45	Q8NA69 chromosome 19 open reading frame 45	19p13.2
14091	HGNC:24746	TOPAZ1	Q8N9V7 testis and ovary specific PAZ domain containing 1	3p21.33
14092	HGNC:24748	DENND2C	Q68D51 DENN/MADD domain containing 2C	1p13.2-p13.1
14093	HGNC:24750	ZNF699	Q32M78 zinc finger protein 699	19p13.2
14094	HGNC:24751	ZNF792	Q3KQV3 zinc finger protein 792	19q13.11
14095	HGNC:24753	KCTD19	Q17RG1 potassium channel tetramerization domain containing 19	16q22.1
14096	HGNC:24754	PRR20A	P86496 proline rich 20A	13q21.1
14097	HGNC:24756	RBM44	Q6ZP01 RNA binding motif protein 44	2q37.3
14098	HGNC:24757	TYW3	Q6IPR3 tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)	1p31.1
14099	HGNC:24758	C19orf54	Q5BKX5 chromosome 19 open reading frame 54	19q13.2
14100	HGNC:24759	TPRG1	Q6ZUI0 tumor protein p63 regulated 1	3q28
14101	HGNC:24762	ZC3H6	P61129 zinc finger CCCH-type containing 6	2q13
14102	HGNC:24763	C3orf67	Q6ZVT6 chromosome 3 open reading frame 67	3p14.2
14103	HGNC:24764	SMTNL2	Q2TAL5 smoothelin-like 2	17p13.2
14104	HGNC:24765	RSBN1L	Q6PCB5 round spermatid basic protein 1-like	7q21.11
14105	HGNC:24766	GOLT1A	Q6ZVE7 golgi transport 1A	1q32.1
14106	HGNC:24767	LANCL3	Q6ZV70 LanC lantibiotic synthetase component C-like 3 (bacterial)	Xp21.1
14107	HGNC:24768	PNPLA7	Q6ZV29 patatin-like phospholipase domain containing 7	9q34.3
14108	HGNC:24770	KLHL30	Q0D2K2 kelch-like family member 30	2q37.3
14109	HGNC:24771	C3orf62	Q6ZUJ4 chromosome 3 open reading frame 62	3p21.31
14110	HGNC:24772	CTAGE4	Q8IX94 CTAGE family, member 4	7q35
14111	HGNC:24774	SERPINE3	A8MV23 serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3	13q14.3
14112	HGNC:24776	PTCHD3	Q3KNS1 patched domain containing 3	10p12.1
14113	HGNC:24778	KLRG2	A4D1S0 killer cell lectin-like receptor subfamily G, member 2	7q34
14114	HGNC:24779	SIMC1	Q8NDZ2 SUMO-interacting motifs containing 1	5q35.2
14115	HGNC:24781	FAM92B	Q6ZTR7 family with sequence similarity 92, member B	16q24.1
14116	HGNC:24783	LRIT3	Q3SXY7 leucine-rich repeat, immunoglobulin-like and transmembrane domains 3	4q25
14117	HGNC:24785	YJEFN3	A6XGL0 YjeF N-terminal domain containing 3	19p13.11
14118	HGNC:24786	ANKRD45	Q5TZF3 ankyrin repeat domain 45	1q25.1
14119	HGNC:24787	ZNF621	Q6ZSS3 zinc finger protein 621	3p21.33
14120	HGNC:24788	LONRF2	Q1L5Z9 LON peptidase N-terminal domain and ring finger 2	2q11.2
14121	HGNC:24789	C1orf122	Q6ZSJ8 chromosome 1 open reading frame 122	1p34.3
14122	HGNC:24790	RBM43	Q6ZSC3 RNA binding motif protein 43	2q23.3
14123	HGNC:24791	PLA2G4E	Q3MJ16 phospholipase A2, group IVE	15q15.1
14124	HGNC:24793	C19orf35	Q6ZS72 chromosome 19 open reading frame 35	19p13.3
14125	HGNC:24795	RINL	Q6ZS11 Ras and Rab interactor-like	19q13.2
14126	HGNC:24796	KANK3	Q6NY19 KN motif and ankyrin repeat domains 3	19p13.2
14127	HGNC:24797	FAM83H	Q6ZRV2 family with sequence similarity 83, member H	8q24.3
14128	HGNC:24799	DCDC5	Q6ZRR9 doublecortin domain containing 5	11p14.1
14129	HGNC:24801	EFCAB5	A4FU69 EF-hand calcium binding domain 5	17q11.2
14130	HGNC:24802	MROH7	Q68CQ1 maestro heat-like repeat family member 7	1p32.3
14131	HGNC:24804	RUFY4	Q6ZNE9 RUN and FYVE domain containing 4	2q35
14132	HGNC:24805	FAM72B	Q86X60 family with sequence similarity 72, member B	1p12
14133	HGNC:24808	TRAFD1	O14545 TRAF-type zinc finger domain containing 1	12q24.13
14134	HGNC:24809	SSUH2	Q9Y2M2 ssu-2 homolog (C. elegans)	3p25.3
14135	HGNC:24810	SMCO4	Q9NRQ5 single-pass membrane protein with coiled-coil domains 4	11q21
14136	HGNC:24811	PDIA5	Q14554 protein disulfide isomerase family A, member 5	3q21.1
14137	HGNC:24812	MTX3	Q5HYI7 metaxin 3	5q14.1
14138	HGNC:24813	FOXD4L2	Q6VB85 forkhead box D4-like 2	9p12
14139	HGNC:24814	FOXO6	A8MYZ6 forkhead box O6	1p34.2
14140	HGNC:24817	RABEP2	Q9H5N1 rabaptin, RAB GTPase binding effector protein 2	16p12.1
14141	HGNC:24818	FOXJ2	Q9P0K8 forkhead box J2	12p13.31
14142	HGNC:24819	ZBTB41	Q5SVQ8 zinc finger and BTB domain containing 41	1q31.3
14143	HGNC:24820	FAM189A2	Q15884 family with sequence similarity 189, member A2	9q21.11
14144	HGNC:24821	RFFL	Q8WZ73 ring finger and FYVE-like domain containing E3 ubiquitin protein ligase	17q12
14145	HGNC:24822	FN3K	Q9H479 fructosamine 3 kinase	17q25
14146	HGNC:24824	FZR1	Q9UM11 fizzy/cell division cycle 20 related 1 (Drosophila)	19p13.3
14147	HGNC:24825	MLST8	Q9BVC4 MTOR associated protein, LST8 homolog (S. cerevisiae)	16p13.3
14148	HGNC:24827	HCAR2	Q8TDS4 hydroxycarboxylic acid receptor 2	12q24.31
14149	HGNC:24828	MRGPRF	Q96AM1 MAS-related GPR, member F	11q13.1
14150	HGNC:24829	MRGPRG	Q86SM5 MAS-related GPR, member G	11p15.4
14151	HGNC:24834	GPRASP1	Q5JY77 G protein-coupled receptor associated sorting protein 1	Xq22.1
14152	HGNC:24835	GPRIN1	Q7Z2K8 G protein regulated inducer of neurite outgrowth 1	5q35.2
14153	HGNC:24836	KIAA1549L	Q6ZVL6 KIAA1549-like	11p13
14154	HGNC:24837	C3orf18	Q9UK00 chromosome 3 open reading frame 18	3p21.3
14155	HGNC:24838	ENHO	Q6UWT2 energy homeostasis associated	9p13.3
14156	HGNC:24839	MND1	Q9BWT6 meiotic nuclear divisions 1 homolog (S. cerevisiae)	4q31.3
14157	HGNC:24840	GALP	Q9UBC7 galanin-like peptide	19q13.42
14158	HGNC:24842	LGALS9B	Q3B8N2 lectin, galactoside-binding, soluble, 9B	17p11.2
14159	HGNC:24844	DNAJC5G	Q8N7S2 DnaJ (Hsp40) homolog, subfamily C, member 5 gamma	2p23
14160	HGNC:24845	RAB11FIP5	Q9BXF6 RAB11 family interacting protein 5 (class I)	2p13
14161	HGNC:24846	GAS2L2	Q8NHY3 growth arrest-specific 2 like 2	17q21
14162	HGNC:24847	FBXO44	Q9H4M3 F-box protein 44	1p36.21
14163	HGNC:24849	GDPD4	Q6W3E5 glycerophosphodiester phosphodiesterase domain containing 4	11q13.5
14164	HGNC:24851	SIGLEC16	A6NMB1 sialic acid binding Ig-like lectin 16 (gene/pseudogene)	19q13.3
14165	HGNC:24852	GMIP	Q9P107 GEM interacting protein	19p13.11
14166	HGNC:24854	STBD1	O95210 starch binding domain 1	4q21.1
14167	HGNC:24855	CCDC91	Q7Z6B0 coiled-coil domain containing 91	12p11.22
14168	HGNC:24856	CCDC47	Q96A33 coiled-coil domain containing 47	17q23.3
14169	HGNC:24857	YAE1D1	Q9NRH1 Yae1 domain containing 1	7p14.1
14170	HGNC:24858	MFF	Q9GZY8 mitochondrial fission factor	2q36
14171	HGNC:24859	YEATS4	O95619 YEATS domain containing 4	12q13-q15
14172	HGNC:24860	ENTPD8	Q5MY95 ectonucleoside triphosphate diphosphohydrolase 8	9q34.3
14173	HGNC:24861	G6PC3	Q9BUM1 glucose 6 phosphatase, catalytic, 3	17q21.31
14174	HGNC:24862	MOGS	Q13724 mannosyl-oligosaccharide glucosidase	2p13.1
14175	HGNC:24864	GAPDHS	O14556 glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	19q13.1
14176	HGNC:24865	GPAM	Q9HCL2 glycerol-3-phosphate acyltransferase, mitochondrial	10q25.3
14177	HGNC:24866	CEP104	O60308 centrosomal protein 104kDa	1p36.32
14178	HGNC:24867	GLTP	Q9NZD2 glycolipid transfer protein	12q24.11
14179	HGNC:24868	IRGQ	Q8WZA9 immunity-related GTPase family, Q	19q13.31
14180	HGNC:24869	GAL3ST2	Q9H3Q3 galactose-3-O-sulfotransferase 2	2q37.2
14181	HGNC:24870	GLT8D1	Q68CQ7 glycosyltransferase 8 domain containing 1	3p21.1
14182	HGNC:24871	C1orf52	Q8N6N3 chromosome 1 open reading frame 52	1p22.3
14183	HGNC:24876	GOLGA7	Q7Z5G4 golgin A7	8p11.21
14184	HGNC:24877	YIPF5	Q969M3 Yip1 domain family, member 5	5q31.3
14185	HGNC:24878	TMED9	Q9BVK6 transmembrane emp24 protein transport domain containing 9	5q35.3
14186	HGNC:24879	CEACAM20	Q6UY09 carcinoembryonic antigen-related cell adhesion molecule 20	19q13.31
14187	HGNC:24880	LYPD3	O95274 LY6/PLAUR domain containing 3	19q13.31
14188	HGNC:24881	RASGEF1B	Q0VAM2 RasGEF domain family, member 1B	4q21.21
14189	HGNC:24882	GOLPH3L	Q9H4A5 golgi phosphoprotein 3-like	1q21
14190	HGNC:24883	RXFP3	Q9NSD7 relaxin/insulin-like family peptide receptor 3	5p15.1-p14
14191	HGNC:24884	OXER1	Q8TDS5 oxoeicosanoid (OXE) receptor 1	2p22.1
14192	HGNC:24885	GREB1	Q4ZG55 growth regulation by estrogen in breast cancer 1	2p25.1
14193	HGNC:24886	FRMD4B	Q9Y2L6 FERM domain containing 4B	3p14.2
14194	HGNC:24887	PNPLA4	P41247 patatin-like phospholipase domain containing 4	Xp22.3
14195	HGNC:24888	PNPLA5	Q7Z6Z6 patatin-like phospholipase domain containing 5	22q13.31
14196	HGNC:24889	TBC1D3C	Q6IPX1 TBC1 domain family, member 3C	17q21.1
14197	HGNC:24890	GLT8D2	Q9H1C3 glycosyltransferase 8 domain containing 2	12q23.3
14198	HGNC:24891	DCAF8	Q5TAQ9 DDB1 and CUL4 associated factor 8	1q22-q23
14199	HGNC:24892	CASC4	Q6P4E1 cancer susceptibility candidate 4	15q15.1
14200	HGNC:24893	H1FNT	Q75WM6 H1 histone family, member N, testis-specific	12q13.11
14201	HGNC:24902	DEPDC1B	Q8WUY9 DEP domain containing 1B	5q12
14202	HGNC:24903	PRRC2C	Q9Y520 proline-rich coiled-coil 2C	1q24.3
14203	HGNC:24904	MOB2	Q70IA6 MOB kinase activator 2	11p15.5
14204	HGNC:24905	CREBZF	Q9NS37 CREB/ATF bZIP transcription factor	11q14.1
14205	HGNC:24908	PRAMEF19	Q5SWL8 PRAME family member 19	1p36.21
14206	HGNC:24910	ASNSD1	Q9NWL6 asparagine synthetase domain containing 1	2q32.2
14207	HGNC:24911	GRAMD3	Q96HH9 GRAM domain containing 3	5q23.2
14208	HGNC:24912	LARP7	Q4G0J3 La ribonucleoprotein domain family, member 7	4q25
14209	HGNC:24913	CDNF	Q49AH0 cerebral dopamine neurotrophic factor	10p13
14210	HGNC:24920	HSH2D	Q96JZ2 hematopoietic SH2 domain containing	19p13.12
14211	HGNC:24921	EIF2AK1	Q9BQI3 eukaryotic translation initiation factor 2-alpha kinase 1	7p22
14212	HGNC:24923	HEMK1	Q9Y5R4 HemK methyltransferase family member 1	3p21
14213	HGNC:24925	FUNDC2	Q9BWH2 FUN14 domain containing 2	Xq28
14214	HGNC:24926	CCDC85B	Q15834 coiled-coil domain containing 85B	11q13.1
14215	HGNC:24927	CHP2	O43745 calcineurin-like EF-hand protein 2	16p12.2
14216	HGNC:24928	VPS37A	Q8NEZ2 vacuolar protein sorting 37 homolog A (S. cerevisiae)	8p22
14217	HGNC:24929	PSMG2	Q969U7 proteasome (prosome, macropain) assembly chaperone 2	18p11.21
14218	HGNC:24930	TMEM176A	Q96HP8 transmembrane protein 176A	7q36.1
14219	HGNC:24931	ZC4H2	Q9NQZ6 zinc finger, C4H2 domain containing	Xq11.1
14220	HGNC:24932	C9orf78	Q9NZ63 chromosome 9 open reading frame 78	9q34.2
14221	HGNC:24933	C19orf80	Q6UXH0 chromosome 19 open reading frame 80	19p13.2
14222	HGNC:24934	MAGEE1	Q9HCI5 melanoma antigen family E, 1	Xq13
14223	HGNC:24935	MAGEE2	Q8TD90 melanoma antigen family E, 2	Xq13
14224	HGNC:24936	METTL21B	Q96AZ1 methyltransferase like 21B	12q14.1
14225	HGNC:24941	HNRNPA3	P51991 heterogeneous nuclear ribonucleoprotein A3	2q31.2
14226	HGNC:24942	PIK3IP1	Q96FE7 phosphoinositide-3-kinase interacting protein 1	22q12.2
14227	HGNC:24943	FAM174A	Q8TBP5 family with sequence similarity 174, member A	5q21.1
14228	HGNC:24944	DDIT4	Q9NX09 DNA-damage-inducible transcript 4	10q22.1
14229	HGNC:24945	GPIHBP1	Q8IV16 glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	8q24.3
14230	HGNC:24948	DOT1L	Q8TEK3 DOT1-like histone H3K79 methyltransferase	19p13.3
14231	HGNC:24949	OTUD4	Q01804 OTU domain containing 4	4q31.21
14232	HGNC:24950	SBSN	Q6UWP8 suprabasin	19q13.13
14233	HGNC:24953	HEXIM1	O94992 hexamethylene bis-acetamide inducible 1	17q21.31
14234	HGNC:24954	HMGB4	Q8WW32 high mobility group box 4	1p35.1
14235	HGNC:24956	OLFML3	Q9NRN5 olfactomedin-like 3	1p13.1
14236	HGNC:24958	NANOGNB	Q7Z5D8 NANOG neighbor homeobox	12p13.31
14237	HGNC:24959	GSX2	Q9BZM3 GS homeobox 2	4q12
14238	HGNC:24961	HOPX	Q9BPY8 HOP homeobox	4q12
14239	HGNC:24963	JSRP1	Q96MG2 junctional sarcoplasmic reticulum protein 1	19p13.3
14240	HGNC:24965	EME1	Q96AY2 essential meiotic structure-specific endonuclease 1	17q21.33
14241	HGNC:24966	MAF1	Q9H063 MAF1 homolog (S. cerevisiae)	8q24.3
14242	HGNC:24967	MIS12	Q9H081 MIS12 kinetochore complex component	17p13.3
14243	HGNC:24968	EXOC2	Q96KP1 exocyst complex component 2	6p25.3
14244	HGNC:24969	NPRL2	Q8WTW4 nitrogen permease regulator-like 2 (S. cerevisiae)	3p21.3
14245	HGNC:24970	IFFO1	Q0D2I5 intermediate filament family orphan 1	12p13.31
14246	HGNC:24971	LUZP4	Q9P127 leucine zipper protein 4	Xq24
14247	HGNC:24972	HCFC2	Q9Y5Z7 host cell factor C2	12q23.3
14248	HGNC:24973	HP1BP3	Q5SSJ5 heterochromatin protein 1, binding protein 3	1p36.12
14249	HGNC:24974	TRMT2A	Q8IZ69 tRNA methyltransferase 2 homolog A (S. cerevisiae)	22q11.21
14250	HGNC:24975	NKX1-1	Q15270 NK1 homeobox 1	4p16.3
14251	HGNC:24978	HRASLS5	Q96KN8 HRAS-like suppressor family, member 5	11q13.2
14252	HGNC:24979	HS1BP3	Q53T59 HCLS1 binding protein 3	2p24.1
14253	HGNC:24986	DNAJB7	Q7Z6W7 DnaJ (Hsp40) homolog, subfamily B, member 7	22q13.2
14254	HGNC:24987	NMRAL1	Q9HBL8 NmrA-like family domain containing 1	16p13.3
14255	HGNC:24989	HSPBP1	Q9NZL4 HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1	19q13.42
14256	HGNC:24990	COA3	Q9Y2R0 cytochrome c oxidase assembly factor 3	17q21.31
14257	HGNC:24991	C19orf53	Q9UNZ5 chromosome 19 open reading frame 53	19p13.2
14258	HGNC:24992	ZNF706	Q9Y5V0 zinc finger protein 706	8q22.3
14259	HGNC:24993	COMMD2	Q86X83 COMM domain containing 2	3q25.1
14260	HGNC:24994	INIP	Q9NRY2 INTS3 and NABP interacting protein	9q32
14261	HGNC:24997	WDR91	A4D1P6 WD repeat domain 91	7q33
14262	HGNC:24999	ARMC8	Q8IUR7 armadillo repeat containing 8	3q22
14263	HGNC:25000	ZNF571	Q7Z3V5 zinc finger protein 571	19q13.12
14264	HGNC:25001	ZBTB44	Q8NCP5 zinc finger and BTB domain containing 44	11q24.3
14265	HGNC:25002	CCDC113	Q9H0I3 coiled-coil domain containing 113	16q21
14266	HGNC:25005	CCDC59	Q9P031 coiled-coil domain containing 59	12q21.31
14267	HGNC:25006	METTL5	Q9NRN9 methyltransferase like 5	2q31.1
14268	HGNC:25007	GTPBP8	Q8N3Z3 GTP-binding protein 8 (putative)	3q13.2
14269	HGNC:25008	BABAM1	Q9NWV8 BRISC and BRCA1 A complex member 1	19p13.11
14270	HGNC:25009	UBE2T	Q9NPD8 ubiquitin-conjugating enzyme E2T (putative)	1q32.1
14271	HGNC:25010	TIMM21	Q9BVV7 translocase of inner mitochondrial membrane 21 homolog (yeast)	18q22.3
14272	HGNC:25012	LGALSL	Q3ZCW2 lectin, galactoside-binding-like	2p14
14273	HGNC:25013	CNIH4	Q9P003 cornichon family AMPA receptor auxiliary protein 4	1q42.12
14274	HGNC:25014	COMMD9	Q9P000 COMM domain containing 9	11p13
14275	HGNC:25015	TMEM208	Q9BTX3 transmembrane protein 208	16q22.1
14276	HGNC:25016	SSU72	Q9NP77 SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae)	1p36
14277	HGNC:25017	ZNF581	Q9P0T4 zinc finger protein 581	19q13.42
14278	HGNC:25018	TMEM216	Q9P0N5 transmembrane protein 216	11q13.1
14279	HGNC:25019	HSPB11	Q9Y547 heat shock protein family B (small), member 11	1p32
14280	HGNC:25020	MON1B	Q7L1V2 MON1 secretory trafficking family member B	16q23.1
14281	HGNC:25021	ASTE1	Q2TB18 asteroid homolog 1 (Drosophila)	3q21.3
14282	HGNC:25022	PITHD1	Q9GZP4 PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1	1p36.11
14283	HGNC:25023	LRTM1	Q9HBL6 leucine-rich repeats and transmembrane domains 1	3p14.3
14284	HGNC:25024	C3orf14	Q9HBI5 chromosome 3 open reading frame 14	3p14.2
14285	HGNC:25026	PPAPDC1B	Q8NEB5 phosphatidic acid phosphatase type 2 domain containing 1B	8p12
14286	HGNC:25031	PRPF40B	Q6NWY9 PRP40 pre-mRNA processing factor 40 homolog B (S. cerevisiae)	12q13.12
14287	HGNC:25032	FAM151A	Q8WW52 family with sequence similarity 151, member A	1p32.3
14288	HGNC:25033	LRTOMT	Q8WZ04 leucine rich transmembrane and O-methyltransferase domain containing	11q13.4
14289	HGNC:25034	DUSP27	Q5VZP5 dual specificity phosphatase 27 (putative)	1q22-q24
14290	HGNC:25035	YOD1	Q5VVQ6 YOD1 deubiquitinase	1q32.2
14291	HGNC:25037	N4BP2L1	Q5TBK1 NEDD4 binding protein 2-like 1	13q13.1
14292	HGNC:25042	LRRC4B	Q9NT99 leucine rich repeat containing 4B	19q13.33
14293	HGNC:25044	TDRD12	Q587J7 tudor domain containing 12	19q13.11
14294	HGNC:25047	LRRC46	Q96FV0 leucine rich repeat containing 46	17q21.32
14295	HGNC:25048	INTS4	Q96HW7 integrator complex subunit 4	11q14.1
14296	HGNC:25049	ARMC6	Q6NXE6 armadillo repeat containing 6	19p13
14297	HGNC:25052	C5orf30	Q96GV9 chromosome 5 open reading frame 30	5q21.1
14298	HGNC:25054	DRAXIN	Q8NBI3 dorsal inhibitory axon guidance protein	1p36.22
14299	HGNC:25055	SMDT1	Q9H4I9 single-pass membrane protein with aspartate-rich tail 1	22q13.2
14300	HGNC:25056	KLHL20	Q9Y2M5 kelch-like family member 20	1q25.1
14301	HGNC:25057	FAM89A	Q96GI7 family with sequence similarity 89, member A	1q42.2
14302	HGNC:25058	TPGS1	Q6ZTW0 tubulin polyglutamylase complex subunit 1	19p13.3
14303	HGNC:25061	C11orf88	Q6PI97 chromosome 11 open reading frame 88	11q23.1
14304	HGNC:25062	C2orf62	Q7Z7H3 chromosome 2 open reading frame 62	2q35
14305	HGNC:25063	DMKN	Q6E0U4 dermokine	19q13.12
14306	HGNC:25064	CCDC173	Q0VFZ6 coiled-coil domain containing 173	2q31.1
14307	HGNC:25065	C15orf60	Q7Z4M0 chromosome 15 open reading frame 60	15q22
14308	HGNC:25067	INTS12	Q96CB8 integrator complex subunit 12	4q24
14309	HGNC:25068	GATC	O43716 glutamyl-tRNA(Gln) amidotransferase, subunit C	12q24.31
14310	HGNC:25069	FBXO46	Q6PJ61 F-box protein 46	19q13.3
14311	HGNC:25070	ACD	Q96AP0 adrenocortical dysplasia homolog (mouse)	16q22
14312	HGNC:25071	NCAPH2	Q6IBW4 non-SMC condensin II complex, subunit H2	22q13.33
14313	HGNC:25072	WDR45B	Q5MNZ6 WD repeat domain 45B	17q25.3
14314	HGNC:25073	RBMXL1	Q96E39 RNA binding motif protein, X-linked-like 1	1p22.2
14315	HGNC:25074	LYRM1	O43325 LYR motif containing 1	16p12.2
14316	HGNC:25075	LRRC8C	Q8TDW0 leucine rich repeat containing 8 family, member C	1p22.2
14317	HGNC:25076	NBPF3	Q9H094 neuroblastoma breakpoint family, member 3	1p36.12
14318	HGNC:25077	C2orf27A	Q580R0 chromosome 2 open reading frame 27A	2q21.2
14319	HGNC:25078	MOSPD3	O75425 motile sperm domain containing 3	7q22
14320	HGNC:25079	CCDC34	Q96HJ3 coiled-coil domain containing 34	11p14.1
14321	HGNC:25081	C16orf71	Q8IYS4 chromosome 16 open reading frame 71	16p13.3
14322	HGNC:25082	SMAP2	Q8WU79 small ArfGAP2	1p35.3-p34.1
14323	HGNC:25083	SPICE1	Q8N0Z3 spindle and centriole associated protein 1	3q13.2
14324	HGNC:25084	TMEM116	Q8NCL8 transmembrane protein 116	12q24.13
14325	HGNC:25085	FAM104B	Q5XKR9 family with sequence similarity 104, member B	Xp11.22
14326	HGNC:25087	FAM114A1	Q8IWE2 family with sequence similarity 114, member A1	4p14
14327	HGNC:25088	SGOL1	Q5FBB7 shugoshin-like 1 (S. pombe)	3p24.3
14328	HGNC:25090	CMBL	Q96DG6 carboxymethylenebutenolidase homolog (Pseudomonas)	5p15.2
14329	HGNC:25091	ZC3H18	Q86VM9 zinc finger CCCH-type containing 18	16q24.2-q24.3
14330	HGNC:25092	ZNF765	Q7L2R6 zinc finger protein 765	19q13.41
14331	HGNC:25094	MTSS1L	Q765P7 metastasis suppressor 1-like	16q22.1
14332	HGNC:25095	DCAF15	Q66K64 DDB1 and CUL4 associated factor 15	19p13.12
14333	HGNC:25096	LMF2	Q9BU23 lipase maturation factor 2	22q13.33
14334	HGNC:25097	CABLES1	Q8TDN4 Cdk5 and Abl enzyme substrate 1	18q11.2
14335	HGNC:25099	PRMT9	Q6P2P2 protein arginine methyltransferase 9	4q31.23
14336	HGNC:25100	GGACT	Q9BVM4 gamma-glutamylamine cyclotransferase	13q32.3
14337	HGNC:25102	TP53I13	Q8NBR0 tumor protein p53 inducible protein 13	17q11.2
14338	HGNC:25104	AP5B1	Q2VPB7 adaptor-related protein complex 5, beta 1 subunit	11q13.1
14339	HGNC:25105	SP140L	Q9H930 SP140 nuclear body protein-like	2q37.1
14340	HGNC:25106	GTPBP10	A4D1E9 GTP-binding protein 10 (putative)	7q21.13
14341	HGNC:25107	FAM71E1	Q6IPT2 family with sequence similarity 71, member E1	19q13.33
14342	HGNC:25108	ZNF551	Q7Z340 zinc finger protein 551	19q13.43
14343	HGNC:25110	FDXACB1	Q9BRP7 ferredoxin-fold anticodon binding domain containing 1	11q23.1
14344	HGNC:25112	ZNF845	Q96IR2 zinc finger protein 845	19q13.42
14345	HGNC:25114	BOD1	Q96IK1 biorientation of chromosomes in cell division 1	5q35.2
14346	HGNC:25115	C11orf84	Q9BUA3 chromosome 11 open reading frame 84	11q13.1
14347	HGNC:25116	SHF	Q7M4L6 Src homology 2 domain containing F	15q21.1
14348	HGNC:25117	RIPPLY1	Q0D2K3 ripply transcriptional repressor 1	Xq22.3
14349	HGNC:25118	FAM105B	Q96BN8 family with sequence similarity 105, member B	5p15.2
14350	HGNC:25120	TMEM44	Q2T9K0 transmembrane protein 44	3q29
14351	HGNC:25123	PKDCC	Q504Y2 protein kinase domain containing, cytoplasmic	2p21
14352	HGNC:25126	NAF1	Q96HR8 nuclear assembly factor 1 ribonucleoprotein	4q32.2
14353	HGNC:25127	HNRNPLL	Q8WVV9 heterogeneous nuclear ribonucleoprotein L-like	2p22
14354	HGNC:25128	OXNAD1	Q96HP4 oxidoreductase NAD-binding domain containing 1	3p25-p24
14355	HGNC:25129	GLB1L2	Q8IW92 galactosidase, beta 1-like 2	11q25
14356	HGNC:25130	TMEM169	Q96HH4 transmembrane protein 169	2q35
14357	HGNC:25132	TIMD4	Q96H15 T-cell immunoglobulin and mucin domain containing 4	5q33.3
14358	HGNC:25133	MARS2	Q96GW9 methionyl-tRNA synthetase 2, mitochondrial	2q33.1
14359	HGNC:25135	LRSAM1	Q6UWE0 leucine rich repeat and sterile alpha motif containing 1	9q34.13
14360	HGNC:25137	TMEM129	A0AVI4 transmembrane protein 129	4p16.3
14361	HGNC:25139	MARCH9	Q86YJ5 membrane-associated ring finger (C3HC4) 9	12q14.1
14362	HGNC:25140	SFT2D2	O95562 SFT2 domain containing 2	1q24.2
14363	HGNC:25141	CEP95	Q96GE4 centrosomal protein 95kDa	17q24.1
14364	HGNC:25142	C11orf74	Q86VG3 chromosome 11 open reading frame 74	11p12
14365	HGNC:25143	SLC9B2	Q86UD5 solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2	4q24
14366	HGNC:25144	VWA5B2	Q8N398 von Willebrand factor A domain containing 5B2	3q27.1
14367	HGNC:25145	KLHDC7B	Q96G42 kelch domain containing 7B	22q13.33
14368	HGNC:25146	C3orf55	A1A4F0 chromosome 3 open reading frame 55	3q25.32
14369	HGNC:25147	GLB1L3	Q8NCI6 galactosidase, beta 1-like 3	11q25
14370	HGNC:25148	FAM83F	Q8NEG4 family with sequence similarity 83, member F	22q13.1
