Symbol	UniProt	UMLS_CUI	SE_name	Qval
6736	PGR	P06401 progesterone receptor	C0039070	Syncope	6.4265e-09
6737	ADORA2A	P29274 adenosine A2a receptor	C0039070	Syncope	6.4265e-09
6738	LTA4H	P09960 leukotriene A4 hydrolase	C0039070	Syncope	6.4265e-09
6739	ADRA2A	P08913 adrenoceptor alpha 2A	C0039070	Syncope	6.4265e-09
6740	PLAT	P00750 plasminogen activator, tissue	C0039070	Syncope	6.4265e-09
6741	AKR1D1	P51857 aldo-keto reductase family 1, member D1	C0039070	Syncope	6.4265e-09
6742	CACNA1S	Q13698 calcium channel, voltage-dependent, L type, alpha 1S subunit	C0039070	Syncope	6.4265e-09
6743	NR3C1	P04150 nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	C0039070	Syncope	6.4265e-09
6744	PDE6A	P16499 phosphodiesterase 6A, cGMP-specific, rod, alpha	C0039070	Syncope	6.4265e-09
6745	SLC5A1	P13866 solute carrier family 5 (sodium/glucose cotransporter), member 1	C0039070	Syncope	6.4265e-09
6746	CACNA2D1	P54289 calcium channel, voltage-dependent, alpha 2/delta subunit 1	C0039070	Syncope	6.4265e-09
6747	SLC7A11	Q9UPY5 solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11	C0039070	Syncope	6.4265e-09
6748	GABRB1	P18505 gamma-aminobutyric acid (GABA) A receptor, beta 1	C0039070	Syncope	6.4265e-09
6749	HDAC7	Q8WUI4 histone deacetylase 7	C0039070	Syncope	6.4265e-09
6750	ADRB3	P13945 adrenoceptor beta 3	C0039070	Syncope	6.4265e-09
6751	HTR7	P34969 5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled	C0039070	Syncope	6.4265e-09
6752	KCNH2	Q12809 potassium voltage-gated channel, subfamily H (eag-related), member 2	C0039070	Syncope	6.4265e-09
6753	NEU2	Q9Y3R4 sialidase 2 (cytosolic sialidase)	C0039070	Syncope	6.4265e-09
6754	CHRNB4	P30926 cholinergic receptor, nicotinic, beta 4 (neuronal)	C0039070	Syncope	6.4265e-09
6755	GABRA2	P47869 gamma-aminobutyric acid (GABA) A receptor, alpha 2	C0039070	Syncope	6.4265e-09
6756	MET	P08581 met proto-oncogene	C0039070	Syncope	6.4265e-09
6757	GRIA2	P42262 glutamate receptor, ionotropic, AMPA 2	C0039070	Syncope	6.4265e-09
6758	PDE2A	O00408 phosphodiesterase 2A, cGMP-stimulated	C0039070	Syncope	6.4265e-09
6759	ADRA1A	P35348 adrenoceptor alpha 1A	C0039070	Syncope	6.4265e-09
6760	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0039070	Syncope	6.4265e-09
6761	GRIN3B	O60391 glutamate receptor, ionotropic, N-methyl-D-aspartate 3B	C0039070	Syncope	6.4265e-09
6762	CHRM1	P11229 cholinergic receptor, muscarinic 1	C0039070	Syncope	6.4265e-09
6763	SLC6A3	Q01959 solute carrier family 6 (neurotransmitter transporter), member 3	C0039070	Syncope	6.4265e-09
6764	CELA1	Q9UNI1 chymotrypsin-like elastase family, member 1	C0039070	Syncope	6.4265e-09
6765	GABRR1	P24046 gamma-aminobutyric acid (GABA) A receptor, rho 1	C0039070	Syncope	6.4265e-09
6766	HDAC8	Q9BY41 histone deacetylase 8	C0039070	Syncope	6.4265e-09
6767	CACNA1C	Q13936 calcium channel, voltage-dependent, L type, alpha 1C subunit	C0039070	Syncope	6.4265e-09
6768	PTGER1	P34995 prostaglandin E receptor 1 (subtype EP1), 42kDa	C0039070	Syncope	6.4265e-09
6769	PTGER2	P43116 prostaglandin E receptor 2 (subtype EP2), 53kDa	C0039070	Syncope	6.4265e-09
6770	TTR	P02766 transthyretin	C0039070	Syncope	6.4265e-09
6771	HRH4	Q9H3N8 histamine receptor H4	C0039070	Syncope	6.4265e-09
6772	PTGER4	P35408 prostaglandin E receptor 4 (subtype EP4)	C0039070	Syncope	6.4265e-09
6773	HRH2	P25021 histamine receptor H2	C0039070	Syncope	6.4265e-09
6774	ADRA1B	P35368 adrenoceptor alpha 1B	C0039070	Syncope	6.4265e-09
6775	GRIN3A	Q8TCU5 glutamate receptor, ionotropic, N-methyl-D-aspartate 3A	C0039070	Syncope	6.4265e-09
6776	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0039070	Syncope	6.4265e-09
6777	DHFR	P00374 dihydrofolate reductase	C0039070	Syncope	6.4265e-09
6778	KCNQ5	Q9NR82 potassium voltage-gated channel, KQT-like subfamily, member 5	C0039070	Syncope	6.4265e-09
6779	ORM2	P19652 orosomucoid 2	C0039070	Syncope	6.4265e-09
6780	PDE6H	Q13956 phosphodiesterase 6H, cGMP-specific, cone, gamma	C0039070	Syncope	6.4265e-09
6781	CHRNA4	P43681 cholinergic receptor, nicotinic, alpha 4 (neuronal)	C0039070	Syncope	6.4265e-09
6782	GABRB2	P47870 gamma-aminobutyric acid (GABA) A receptor, beta 2	C0039070	Syncope	6.4265e-09
6783	ESR2	Q92731 estrogen receptor 2 (ER beta)	C0039070	Syncope	6.4265e-09
6784	HTR6	P50406 5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled	C0039070	Syncope	6.4265e-09
6785	CACNA1B	Q00975 calcium channel, voltage-dependent, N type, alpha 1B subunit	C0039070	Syncope	6.4265e-09
6786	ALB	P02768 albumin	C0039070	Syncope	6.4265e-09
6787	CHRM5	P08912 cholinergic receptor, muscarinic 5	C0039070	Syncope	6.4265e-09
6788	KCNQ3	O43525 potassium voltage-gated channel, KQT-like subfamily, member 3	C0039070	Syncope	6.4265e-09
6789	AVPR2	P30518 arginine vasopressin receptor 2	C0039070	Syncope	6.4265e-09
6790	AKR1C2	P52895 aldo-keto reductase family 1, member C2	C0039070	Syncope	6.4265e-09
6791	PDE4B	Q07343 phosphodiesterase 4B, cAMP-specific	C0039070	Syncope	6.4265e-09
6792	LPA	P08519 lipoprotein, Lp(a)	C0039070	Syncope	6.4265e-09
6793	DRD2	P14416 dopamine receptor D2	C0039070	Syncope	6.4265e-09
6794	NR3C2	P08235 nuclear receptor subfamily 3, group C, member 2	C0039070	Syncope	6.4265e-09
6795	SLC5A2	P31639 solute carrier family 5 (sodium/glucose cotransporter), member 2	C0039070	Syncope	6.4265e-09
6796	CMA1	P23946 chymase 1, mast cell	C0039070	Syncope	6.4265e-09
6797	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0039070	Syncope	6.4265e-09
6798	HTR1F	P30939 5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled	C0039070	Syncope	6.4265e-09
6799	HTR2B	P41595 5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled	C0039070	Syncope	6.4265e-09
6800	ESR1	P03372 estrogen receptor 1	C0039070	Syncope	6.4265e-09
6801	ADRB1	P08588 adrenoceptor beta 1	C0024141	Systemic lupus erythematosus	6.4265e-09
6802	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0080203	Tachyarrhythmia	6.4265e-09
6803	NQO2	P16083 NAD(P)H dehydrogenase, quinone 2	C0039231	Tachycardia	6.4265e-09
6804	MAOB	P27338 monoamine oxidase B	C0039231	Tachycardia	6.4265e-09
6805	ADRA2A	P08913 adrenoceptor alpha 2A	C0039231	Tachycardia	6.4265e-09
6806	OPRK1	P41145 opioid receptor, kappa 1	C0039231	Tachycardia	6.4265e-09
6807	HTR7	P34969 5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled	C0039231	Tachycardia	6.4265e-09
6808	HRH2	P25021 histamine receptor H2	C0039231	Tachycardia	6.4265e-09
6809	ADRA2B	P18089 adrenoceptor alpha 2B	C0039231	Tachycardia	6.4265e-09
6810	MAOA	P21397 monoamine oxidase A	C0039231	Tachycardia	6.4265e-09
6811	ADORA2B	P29275 adenosine A2b receptor	C0039231	Tachycardia	6.4265e-09
6812	GABRE	P78334 gamma-aminobutyric acid (GABA) A receptor, epsilon	C0039231	Tachycardia	6.4265e-09
6813	DRD3	P35462 dopamine receptor D3	C0039231	Tachycardia	6.4265e-09
6814	ACE	P12821 angiotensin I converting enzyme	C0039231	Tachycardia	6.4265e-09
6815	PDE4B	Q07343 phosphodiesterase 4B, cAMP-specific	C0039231	Tachycardia	6.4265e-09
6816	HTR1B	P28222 5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	C0039231	Tachycardia	6.4265e-09
6817	ADORA1	P30542 adenosine A1 receptor	C0039231	Tachycardia	6.4265e-09
6818	ADRB3	P13945 adrenoceptor beta 3	C0039231	Tachycardia	6.4265e-09
6819	ADRA2C	P18825 adrenoceptor alpha 2C	C0039231	Tachycardia	6.4265e-09
6820	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0039231	Tachycardia	6.4265e-09
6821	NEU2	Q9Y3R4 sialidase 2 (cytosolic sialidase)	C0039231	Tachycardia	6.4265e-09
6822	PDE10A	Q9Y233 phosphodiesterase 10A	C0039231	Tachycardia	6.4265e-09
6823	ADORA2A	P29274 adenosine A2a receptor	C0039231	Tachycardia	6.4265e-09
6824	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0039231	Tachycardia	6.4265e-09
6825	PDE4A	P27815 phosphodiesterase 4A, cAMP-specific	C0039231	Tachycardia	6.4265e-09
6826	HTR6	P50406 5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled	C0039231	Tachycardia	6.4265e-09
6827	HTR2B	P41595 5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled	C0039231	Tachycardia	6.4265e-09
6828	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0039231	Tachycardia	6.4265e-09
6829	FCN2	Q15485 ficolin (collagen/fibrinogen domain containing lectin) 2	C0039231	Tachycardia	6.4265e-09
6830	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0039231	Tachycardia	6.4265e-09
6831	PAH	P00439 phenylalanine hydroxylase	C0039231	Tachycardia	6.4265e-09
6832	OPRM1	P35372 opioid receptor, mu 1	C0039231	Tachycardia	6.4265e-09
6833	PDE3A	Q14432 phosphodiesterase 3A, cGMP-inhibited	C0039231	Tachycardia	6.4265e-09
6834	ADRB1	P08588 adrenoceptor beta 1	C0039231	Tachycardia	6.4265e-09
6835	DRD5	P21918 dopamine receptor D5	C0039231	Tachycardia	6.4265e-09
6836	ABCC8	Q09428 ATP-binding cassette, sub-family C (CFTR/MRP), member 8	C0039231	Tachycardia	6.4265e-09
6837	KCNH2	Q12809 potassium voltage-gated channel, subfamily H (eag-related), member 2	C0039231	Tachycardia	6.4265e-09
6838	DRD4	P21917 dopamine receptor D4	C0039231	Tachycardia	6.4265e-09
6839	OPRD1	P41143 opioid receptor, delta 1	C0039231	Tachycardia	6.4265e-09
6840	GABRA6	Q16445 gamma-aminobutyric acid (GABA) A receptor, alpha 6	C0039231	Tachycardia	6.4265e-09
6841	ADORA1	P30542 adenosine A1 receptor	C0231835	Tachypnoea	6.4265e-09
6842	ADORA2A	P29274 adenosine A2a receptor	C0231835	Tachypnoea	6.4265e-09
6843	NCS1	P62166 neuronal calcium sensor 1	C0686347	Tardive dyskinesia	6.4265e-09
6844	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0686347	Tardive dyskinesia	6.4265e-09
6845	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0686347	Tardive dyskinesia	6.4265e-09
6846	SLC6A3	Q01959 solute carrier family 6 (neurotransmitter transporter), member 3	C0686347	Tardive dyskinesia	6.4265e-09
6847	CHRM5	P08912 cholinergic receptor, muscarinic 5	C0686347	Tardive dyskinesia	6.4265e-09
6848	CHRM4	P08173 cholinergic receptor, muscarinic 4	C0686347	Tardive dyskinesia	6.4265e-09
6849	ADRA1A	P35348 adrenoceptor alpha 1A	C0686347	Tardive dyskinesia	6.4265e-09
6850	HTR3A	P46098 5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	C0686347	Tardive dyskinesia	6.4265e-09
6851	CHRM1	P11229 cholinergic receptor, muscarinic 1	C0686347	Tardive dyskinesia	6.4265e-09
6852	ADRA1B	P35368 adrenoceptor alpha 1B	C0686347	Tardive dyskinesia	6.4265e-09
6853	HTR1E	P28566 5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled	C0686347	Tardive dyskinesia	6.4265e-09
6854	ADRA2A	P08913 adrenoceptor alpha 2A	C0686347	Tardive dyskinesia	6.4265e-09
6855	HTR2B	P41595 5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled	C0686347	Tardive dyskinesia	6.4265e-09
6856	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0686347	Tardive dyskinesia	6.4265e-09
6857	ADRA1B	P35368 adrenoceptor alpha 1B	C0424109	Tearfulness	6.4265e-09
6858	ADRA2C	P18825 adrenoceptor alpha 2C	C0424109	Tearfulness	6.4265e-09
6859	ADRA2B	P18089 adrenoceptor alpha 2B	C0424109	Tearfulness	6.4265e-09
6860	ADRA1A	P35348 adrenoceptor alpha 1A	C0424109	Tearfulness	6.4265e-09
6861	ADRA2A	P08913 adrenoceptor alpha 2A	C0424109	Tearfulness	6.4265e-09
6862	ADRA1D	P25100 adrenoceptor alpha 1D	C0424109	Tearfulness	6.4265e-09
6863	GABRQ	Q9UN88 gamma-aminobutyric acid (GABA) A receptor, theta	C0424109	Tearfulness	6.4265e-09
6864	CYP2R1	Q6VVX0 cytochrome P450, family 2, subfamily R, polypeptide 1	C0039446	Telangiectasia	6.4265e-09
6865	NR3C2	P08235 nuclear receptor subfamily 3, group C, member 2	C0039446	Telangiectasia	6.4265e-09
6866	PGR	P06401 progesterone receptor	C0039446	Telangiectasia	6.4265e-09
6867	SRD5A1	P18405 steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	C0234233	Tenderness	6.4265e-09
6868	PGR	P06401 progesterone receptor	C0234233	Tenderness	6.4265e-09
6869	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0234233	Tenderness	6.4265e-09
6870	SRD5A2	P31213 steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)	C0234233	Tenderness	6.4265e-09
6871	ESR2	Q92731 estrogen receptor 2 (ER beta)	C0234233	Tenderness	6.4265e-09
6872	AKR1D1	P51857 aldo-keto reductase family 1, member D1	C0234233	Tenderness	6.4265e-09
6873	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0151937	Tendon rupture	6.4265e-09
6874	CYP19A1	P11511 cytochrome P450, family 19, subfamily A, polypeptide 1	C0039503	Tendonitis	6.4265e-09
6875	CHRM1	P11229 cholinergic receptor, muscarinic 1	C0233494	Tension	6.4265e-09
6876	CHRM4	P08173 cholinergic receptor, muscarinic 4	C0233494	Tension	6.4265e-09
6877	CHRM2	P08172 cholinergic receptor, muscarinic 2	C0233494	Tension	6.4265e-09
6878	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0233494	Tension	6.4265e-09
6879	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0233494	Tension	6.4265e-09
6880	CHRM3	P20309 cholinergic receptor, muscarinic 3	C0233494	Tension	6.4265e-09
6881	CHRM5	P08912 cholinergic receptor, muscarinic 5	C0233494	Tension	6.4265e-09
6882	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0039584	Testicular disorder	6.4265e-09
6883	AKR1D1	P51857 aldo-keto reductase family 1, member D1	C0039591	Testicular pain	6.4265e-09
6884	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0039591	Testicular pain	6.4265e-09
6885	SRD5A2	P31213 steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)	C0039591	Testicular pain	6.4265e-09
6886	SRD5A1	P18405 steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	C0039591	Testicular pain	6.4265e-09
6887	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0039591	Testicular pain	6.4265e-09
6888	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C2584688	Testicular swelling	6.4265e-09
6889	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C2584688	Testicular swelling	6.4265e-09
6890	SRD5A1	P18405 steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	C2584688	Testicular swelling	6.4265e-09
6891	SRD5A2	P31213 steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)	C2584688	Testicular swelling	6.4265e-09
6892	GABRQ	Q9UN88 gamma-aminobutyric acid (GABA) A receptor, theta	C0233632	Thinking abnormal	6.4265e-09
6893	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0233632	Thinking abnormal	6.4265e-09
6894	FCN2	Q15485 ficolin (collagen/fibrinogen domain containing lectin) 2	C0233632	Thinking abnormal	6.4265e-09
6895	HCRTR1	O43613 hypocretin (orexin) receptor 1	C0233632	Thinking abnormal	6.4265e-09
6896	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0233632	Thinking abnormal	6.4265e-09
6897	GABRA2	P47869 gamma-aminobutyric acid (GABA) A receptor, alpha 2	C0233632	Thinking abnormal	6.4265e-09
6898	HCRTR2	O43614 hypocretin (orexin) receptor 2	C0233632	Thinking abnormal	6.4265e-09
6899	GABRA6	Q16445 gamma-aminobutyric acid (GABA) A receptor, alpha 6	C0233632	Thinking abnormal	6.4265e-09
6900	GABRA1	P14867 gamma-aminobutyric acid (GABA) A receptor, alpha 1	C0233632	Thinking abnormal	6.4265e-09
6901	AVPR1B	P47901 arginine vasopressin receptor 1B	C0233632	Thinking abnormal	6.4265e-09
6902	GRIN3B	O60391 glutamate receptor, ionotropic, N-methyl-D-aspartate 3B	C0233632	Thinking abnormal	6.4265e-09
6903	CA2	P00918 carbonic anhydrase II	C0039971	Thirst	6.4265e-09
6904	CA1	P00915 carbonic anhydrase I	C0039971	Thirst	6.4265e-09
6905	SLC5A2	P31639 solute carrier family 5 (sodium/glucose cotransporter), member 2	C0039971	Thirst	6.4265e-09
6906	SLC5A1	P13866 solute carrier family 5 (sodium/glucose cotransporter), member 1	C0039971	Thirst	6.4265e-09
6907	CA7	P43166 carbonic anhydrase VII	C0039971	Thirst	6.4265e-09
6908	CHRM1	P11229 cholinergic receptor, muscarinic 1	C0700184	Throat irritation	6.4265e-09
6909	TACR1	P25103 tachykinin receptor 1	C0700184	Throat irritation	6.4265e-09
6910	CHRM3	P20309 cholinergic receptor, muscarinic 3	C0700184	Throat irritation	6.4265e-09
6911	CHRM5	P08912 cholinergic receptor, muscarinic 5	C0700184	Throat irritation	6.4265e-09
6912	CHRM2	P08172 cholinergic receptor, muscarinic 2	C0700184	Throat irritation	6.4265e-09
6913	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0236071	Throat tightness	6.4265e-09
6914	HTR7	P34969 5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled	C0236071	Throat tightness	6.4265e-09
6915	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0236071	Throat tightness	6.4265e-09
6916	DRD4	P21917 dopamine receptor D4	C0236071	Throat tightness	6.4265e-09
6917	DRD5	P21918 dopamine receptor D5	C0236071	Throat tightness	6.4265e-09
6918	DRD2	P14416 dopamine receptor D2	C0236071	Throat tightness	6.4265e-09
6919	DRD1	P21728 dopamine receptor D1	C0236071	Throat tightness	6.4265e-09
6920	HRH1	P35367 histamine receptor H1	C0236071	Throat tightness	6.4265e-09
6921	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0236071	Throat tightness	6.4265e-09
6922	DRD3	P35462 dopamine receptor D3	C0236071	Throat tightness	6.4265e-09
6923	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0236071	Throat tightness	6.4265e-09
6924	HTR2A	P28223 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	C0236071	Throat tightness	6.4265e-09
6925	ADRA1D	P25100 adrenoceptor alpha 1D	C0040034	Thrombocytopenia	6.4265e-09
6926	CYP2C19	P33261 cytochrome P450, family 2, subfamily C, polypeptide 19	C0040034	Thrombocytopenia	6.4265e-09
6927	HRH2	P25021 histamine receptor H2	C0040034	Thrombocytopenia	6.4265e-09
6928	CA5B	Q9Y2D0 carbonic anhydrase VB, mitochondrial	C0040034	Thrombocytopenia	6.4265e-09
6929	SLC10A2	Q12908 solute carrier family 10 (sodium/bile acid cotransporter), member 2	C0040034	Thrombocytopenia	6.4265e-09
6930	KCNH2	Q12809 potassium voltage-gated channel, subfamily H (eag-related), member 2	C0040034	Thrombocytopenia	6.4265e-09
6931	CA5A	P35218 carbonic anhydrase VA, mitochondrial	C0040034	Thrombocytopenia	6.4265e-09
6932	DRD2	P14416 dopamine receptor D2	C0040034	Thrombocytopenia	6.4265e-09
6933	SLC15A2	Q16348 solute carrier family 15 (oligopeptide transporter), member 2	C0040034	Thrombocytopenia	6.4265e-09
6934	HRH1	P35367 histamine receptor H1	C0040034	Thrombocytopenia	6.4265e-09
6935	ACE	P12821 angiotensin I converting enzyme	C0040034	Thrombocytopenia	6.4265e-09
6936	ABCB1	P08183 ATP-binding cassette, sub-family B (MDR/TAP), member 1	C0040034	Thrombocytopenia	6.4265e-09
6937	CA14	Q9ULX7 carbonic anhydrase XIV	C0040034	Thrombocytopenia	6.4265e-09
6938	HTR2A	P28223 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	C0040034	Thrombocytopenia	6.4265e-09
6939	SLC12A1	Q13621 solute carrier family 12 (sodium/potassium/chloride transporter), member 1	C0040034	Thrombocytopenia	6.4265e-09
6940	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0040034	Thrombocytopenia	6.4265e-09
6941	TOP2B	Q02880 topoisomerase (DNA) II beta 180kDa	C0040034	Thrombocytopenia	6.4265e-09
6942	CA3	P07451 carbonic anhydrase III, muscle specific	C0040034	Thrombocytopenia	6.4265e-09
6943	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0040034	Thrombocytopenia	6.4265e-09
6944	KCNMA1	Q12791 potassium large conductance calcium-activated channel, subfamily M, alpha member 1	C0040034	Thrombocytopenia	6.4265e-09
6945	POLG	P54098 polymerase (DNA directed), gamma	C0040034	Thrombocytopenia	6.4265e-09
6946	CA13	Q8N1Q1 carbonic anhydrase XIII	C0040034	Thrombocytopenia	6.4265e-09
6947	TSPO	B1AH88 translocator protein (18kDa)	C0040034	Thrombocytopenia	6.4265e-09
6948	ADRB1	P08588 adrenoceptor beta 1	C0857305	Thrombocytopenic purpura	6.4265e-09
6949	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0857305	Thrombocytopenic purpura	6.4265e-09
6950	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0857305	Thrombocytopenic purpura	6.4265e-09
6951	CYP2C9	P11712 cytochrome P450, family 2, subfamily C, polypeptide 9	C0857305	Thrombocytopenic purpura	6.4265e-09
