yourlist:M2016071314483A1C7ED25EE8374758DF3FD545FD1ADE30N	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P03775	P03775	OCR_BPT7	reviewed	Overcome classical restriction gp0.3 (Gene product 0.3) (Gp0.3) (OCR)	0.3	Enterobacteria phage T7 (Bacteriophage T7)	117
Q8AAZ2	Q8AAZ2	Q8AAZ2_BACTN	unreviewed	Uncharacterized protein	BT_0320	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482)	267
A5KBL5	A5KBL5	A5KBL5_PLAVS	unreviewed	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase)	PVX_003765	Plasmodium vivax (strain Salvador I)	464
Q92BJ8	Q92BJ8	Q92BJ8_LISIN	unreviewed	Lin1550 protein	lin1550	Listeria innocua serovar 6a (strain CLIP 11262)	140
Q9NBA1	Q9NBA1	Q9NBA1_DROME	unreviewed	Dscam	Dscam1 Dscam CG17800	Drosophila melanogaster (Fruit fly)	2016
P15132	P15132	GP13_BPPH2	reviewed	Morphogenesis protein 1 (Gene product 13) (gp13) (Protein p13) [Includes: Lysozyme-like glycosidase (EC 3.2.1.-); Probable metalloendopeptidase (EC 3.4.-.-)]	13	Bacillus phage phi29 (Bacteriophage phi-29)	365
E1E535	E1E535	E1E535_STAAU		Deleted.			
Q8NT71	Q8NT71	Q8NT71_CORGL	unreviewed	Thiol-disulfide isomerase and thioredoxins	Cgl0439	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025)	207
P50861	P50861	RIB4_YEAST	reviewed	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	RIB4 YOL143C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	169
E2QJP6	E2QJP6	E2QJP6_ECOLX	unreviewed	NAD(P)H dehydrogenase (quinone) (EC 1.6.5.2) (NAD(P)H:quinone oxidoreductase)	wrbA wrbA_1 wrbA_2 A4X18_24555 AA102_19930 AC067_08395 AC789_1c10460 ACN002_1056 ACU81_13600 ACU90_07935 AM266_08055 AM270_11275 AML05_04820 AML35_00975 AML37_12350 AN206_15920 AN669_16640 APT94_18730 APU18_14865 APZ14_19575 AUQ01_03005 AUS26_14140 AWF22_10925 AWF27_16645 AWG39_15860 AWG90_21520 AWH59_15230 AXE68_07490 BN17_08651 EL75_2738 EL79_2814 EL80_2751 ERS085366_02919 ERS085374_01069 ERS085386_04180 ERS085406_01174 ERS085416_03370 ERS139235_02442 ERS139266_01124 ERS139269_01645 ERS150876_03765 ERS451419_03250 HMPREF3040_03100 HMPREF3041_01437 HW42_09295 IY32_22145 MJ49_01125 PD07_27985 PGD_02288 PU06_20610 PU15_22820 PU33_23090 PU38_02155 PU69_14065 SK83_01425 SK85_01075 SM09_01845 SY51_05590 WQ89_13205 WQ95_04085 WR12_12485 WR15_11445	Escherichia coli	198
P0A937	P0A937	BAME_ECOLI	reviewed	Outer membrane protein assembly factor BamE	bamE smpA b2617 JW2598	Escherichia coli (strain K12)	113
A6LCG6	A6LCG6	A6LCG6_PARD8	unreviewed	Glucokinase	BDI_1628	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / NCTC 11152)	365
C7FF04	C7FF04	PPO3_AGABI	reviewed	Polyphenol oxidase 3 (PPO3) (Phenolase 3) (EC 1.14.18.1) (Cresolase) (Tyrosinase 3)	PPO3	Agaricus bisporus (White button mushroom)	576
P18912	P18912	PGK_GEOSE	reviewed	Phosphoglycerate kinase (EC 2.7.2.3)	pgk	Geobacillus stearothermophilus (Bacillus stearothermophilus)	394
P11880	P11880	MURF_ECOLI	reviewed	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme) (UDP-MurNAc-pentapeptide synthetase)	murF mra b0086 JW0084	Escherichia coli (strain K12)	452
Q8A3I2	Q8A3I2	Q8A3I2_BACTN	unreviewed	Putative methyltransferase	BT_2972	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482)	257
P61490	P61490	CH60_THET2	reviewed	60 kDa chaperonin (GroEL protein) (Heat shock protein 60) (Protein Cpn60)	groL cpnL groE groEL hsp60 mopA TT_C1714	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	543
P35837	P35837	NEEDL_BPP22	reviewed	Tail needle protein gp26 (Head completion protein) (Packaged DNA stabilization protein) (Tail accessory factor gp26)	26	Enterobacteria phage P22 (Bacteriophage P22)	233
Q5HJD7	Q5HJD7	LDH1_STAAC	reviewed	L-lactate dehydrogenase 1 (L-LDH 1) (EC 1.1.1.27)	ldh1 SACOL0222	Staphylococcus aureus (strain COL)	317
Q8TTZ5	Q8TTZ5	Y280_METAC	reviewed	Uncharacterized solute-binding protein MA_0280	MA_0280	Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)	352
Q83JJ2	Q83JJ2	Q83JJ2_SHIFL	unreviewed	Altronate hydrolase	uxaA S3338 SF3131	Shigella flexneri	495
Q8WZC9	Q8WZC9	Q8WZC9_9HOMO	unreviewed	Lectin		Xerocomellus chrysenteron	143
P56874	P56874	UREI_HELPJ	reviewed	Acid-activated urea channel (Urease accessory protein UreI)	ureI jhp_0066	Helicobacter pylori (strain J99 / ATCC 700824) (Campylobacter pylori J99)	195
Q9KUP8	Q9KUP8	Y467_VIBCH	reviewed	UPF0301 protein VC_0467	VC_0467	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	187
Q13M28	Q13M28	Q13M28_BURXL	unreviewed	Uncharacterized protein	Bxe_B1094	Burkholderia xenovorans (strain LB400)	131
A7V8P4	A7V8P4	A7V8P4_BACUC	unreviewed	Uncharacterized protein	BACUNI_03963	Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CIP 103695 / JCM 5828 / NCTC 13054 / VPI 0061)	449
Q8ZGA4	Q8ZGA4	KDSB_YERPE	reviewed	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	kdsB YPO1400 y2772 YP_1193	Yersinia pestis	250
O67434	O67434	O67434_AQUAE	unreviewed	Uncharacterized protein	aq_1447	Aquifex aeolicus (strain VF5)	706
Q81PP9	Q81PP9	KYNB_BACAN	reviewed	Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (N-formylkynurenine formamidase) (FKF)	kynB BA_2752 GBAA_2752 BAS2566	Bacillus anthracis	209
P45748	P45748	TSAC_ECOLI	reviewed	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase) (Ribosome maturation factor TsaC) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaC) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaC)	tsaC rimN yrdC b3282 JW3243	Escherichia coli (strain K12)	190
Q99SD6	Q99SD6	ALD1_STAAM	reviewed	Putative aldehyde dehydrogenase SAV2122 (EC 1.2.1.3)	SAV2122	Staphylococcus aureus (strain Mu50 / ATCC 700699)	475
E0PXI9	E0PXI9	E0PXI9_STRPY		Deleted.			
Q81A77	Q81A77	Q81A77_BACCR	unreviewed	Aluminum resistance protein	BC_3707	Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711)	423
Q5SKV3	Q5SKV3	Y540_THET8	reviewed	Uncharacterized PIN and TRAM-domain containing protein TTHA0540 (Putative RNase TTHA0540) (EC 3.1.-.-)	TTHA0540	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	336
Q9K100	Q9K100	Q9K100_NEIMB	unreviewed	Exodeoxyribonuclease III (EC 3.1.11.2)	xthA NMB0399	Neisseria meningitidis serogroup B (strain MC58)	256
Q9KM02	Q9KM02	Q9KM02_VIBCH	unreviewed	Uncharacterized protein	VC_A0587	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	130
Q9X1V5	Q9X1V5	Q9X1V5_THEMA	unreviewed	Alkyl hydroperoxide reductase AhpD (EC 1.11.1.15)	TM_1620 Tmari_1629	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	121
P83721	P83721	LEC1_CRAMO	reviewed	Mannose/glucose-specific lectin Cramoll (Iso1) [Cleaved into: Cramoll alpha chain; Cramoll beta chain] (Fragments)		Cratylia mollis (Camaratu bean)	234
Q9S7E4	Q9S7E4	FDH_ARATH	reviewed	Formate dehydrogenase, chloroplastic/mitochondrial (FDH) (EC 1.2.1.2) (NAD-dependent formate dehydrogenase)	FDH1 FDH At5g14780 T9L3_80	Arabidopsis thaliana (Mouse-ear cress)	384
O29327	O29327	O29327_ARCFU	unreviewed	Homoserine dehydrogenase (Hom)	AF_0935	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	326
Q97LY2	Q97LY2	Q97LY2_CLOAB	unreviewed	Predicted phosphatase, HAD family	CA_C0418	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787)	216
Q9HT68	Q9HT68	Q9HT68_PSEAE	unreviewed	Probable TonB-dependent receptor	PA5505	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	260
Q6RYW5	Q6RYW5	OMP38_ACIBA	reviewed	Outer membrane protein Omp38 (Outer membrane protein OmpA) (Outer membrane protein OmpAb)	omp38 ompA	Acinetobacter baumannii	356
Q5SH33	Q5SH33	Q5SH33_THET8	unreviewed	GidA-related protein	TTHA1897	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	232
Q81Q99	Q81Q99	Q81Q99_BACAN	unreviewed	Acetyltransferase (Acetyltransferase, GNAT family) (Uncharacterized N-acetyltransferase YnaD)	ynaD GBAA_2534 ADK18_12355 BASH2_03343	Bacillus anthracis	168
B0BHE4	B0BHE4	B0BHE4_9BACT	unreviewed	Putative integron gene cassette protein (Fragment)	ORF1	uncultured bacterium	123
Q6I0U5	Q6I0U5	Q6I0U5_BACAN		Deleted.			
Q8NT37	Q8NT37	Q8NT37_CORGL	unreviewed	Geranylgeranyl pyrophosphate synthase (EC 2.5.1.30)	Cgl0473	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025)	350
G0SAL9	G0SAL9	G0SAL9_CHATD	unreviewed	Putative uncharacterized protein	CTHT_0042750	Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719)	2193
G8WCL1	G8WCL1	G8WCL1_KLEOK		Deleted.			
P28511	P28511	HIR3C_HIRME	reviewed	Hirudin-3B' (Hirudin IIIB')		Hirudo medicinalis (Medicinal leech)	65
G0RV93	G0RV93	GCE_HYPJQ	reviewed	4-O-methyl-glucuronoyl methylesterase (EC 3.1.1.-) (Glucuronoyl esterase) (GE)	cip2 TRIREDRAFT_123940	Hypocrea jecorina (strain QM6a) (Trichoderma reesei)	460
Q9Y7P0	Q9Y7P0	RISA_SCHPO	reviewed	Riboflavin synthase (RS) (EC 2.5.1.9)	rib5 SPCC1450.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	208
F9UPN6	F9UPN6	F9UPN6_LACPL	unreviewed	Uncharacterized protein	lp_1913	Lactobacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1)	122
Q02884	Q02884	ELP4_YEAST	reviewed	Elongator complex protein 4 (Gamma-toxin target 7) (HAT-associated protein 1)	ELP4 HAP1 TOT7 YPL101W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	456
Q470Y2	Q470Y2	Q470Y2_CUPPJ	unreviewed	GCN5-related N-acetyltransferase	Reut_A1686	Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197) (Ralstonia eutropha (strain JMP 134))	152
Q9WZX9	Q9WZX9	Q9WZX9_THEMA	unreviewed	Cobalt-zinc-cadmium resistance protein CzcD (Uncharacterized protein)	TM_0876 Tmari_0878	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	306
B3IVI6	B3IVI6	B3IVI6_PSEPU	unreviewed	Lysine 2-monooxygenase (EC 1.13.12.2)	davB	Pseudomonas putida (Arthrobacter siderocapsulatus)	560
Q93RV7	Q93RV7	Q93RV7_STRCO	unreviewed	Uncharacterized protein	SCO1869	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	237
Q8U3U3	Q8U3U3	Q8U3U3_PYRFU	unreviewed	Glucosamine-fructose-6-phosphate aminotransferase	PF0362	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	325
A3QJH3	A3QJH3	A3QJH3_SHELP	unreviewed	Thioesterase superfamily protein	Shew_3755	Shewanella loihica (strain ATCC BAA-1088 / PV-4)	159
P65907	P65907	PYRC_STAAW	reviewed	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC MW1084	Staphylococcus aureus (strain MW2)	424
Q31QF3	Q31QF3	Q31QF3_SYNE7	unreviewed	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100)	Synpcc7942_0684	Synechococcus elongatus (strain PCC 7942) (Anacystis nidulans R2)	249
Q9IK92	Q9IK92	NCAP_NIPAV	reviewed	Nucleoprotein (Protein N) (Nucleocapsid protein)	N	Nipah virus	532
Q2YKI4	Q2YKI4	Q2YKI4_BRUA2	unreviewed	Ferroxidase (EC 1.16.3.1)	bfr BAB2_0675	Brucella abortus (strain 2308)	161
Q9EQU3	Q9EQU3	TLR9_MOUSE	reviewed	Toll-like receptor 9 (CD antigen CD289)	Tlr9	Mus musculus (Mouse)	1032
P02218	P02218	GLB2_LUMTE	reviewed	Extracellular globin-2 (Erythrocruorin) (Globin AIII) (Globin B) (Globin II)		Lumbricus terrestris (Common earthworm)	145
Q9K5W1	Q9K5W1	Q9K5W1_BACHD	unreviewed	BH3976 protein	BH3976	Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125)	113
P9WG59	P9WG59	THRC_MYCTU	reviewed	Threonine synthase (TS) (EC 4.2.3.1)	thrC Rv1295 MTCY373.15	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	360
Q8IFJ9	Q8IFJ9	Q8IFJ9_RIFPA	unreviewed	Hemoglobin B2 chain (Fragment)	hbB2	Riftia pachyptila (Vent tube worm)	117
Q6NAM1	Q6NAM1	DEHA_RHOPA	reviewed	Fluoroacetate dehalogenase (EC 3.8.1.3)	RPA1163	Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009)	302
A2FEV4	A2FEV4	A2FEV4_TRIVA	unreviewed	Chain A, Methionine Gamma-Lyase	TVAG_041600	Trichomonas vaginalis	396
Q9X0V2	Q9X0V2	Q9X0V2_THEMA	unreviewed	Putative glycoside hydrolase (Uncharacterized protein)	TM_1225 Tmari_1232	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	326
P40869	P40869	SP5AD_BACSU	reviewed	Stage V sporulation protein AD	spoVAD BSU23410	Bacillus subtilis (strain 168)	338
O34800	O34800	SP2SB_BACSU	reviewed	Stage II sporulation protein SB (Antidote protein SpoIISB) (Antitoxin SpoIISB)	spoIISB BSU12820	Bacillus subtilis (strain 168)	56
Q72HU9	Q72HU9	Q72HU9_THET2	unreviewed	Thioredoxin	TT_C1385	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	110
Q9A9C4	Q9A9C4	Q9A9C4_CAUCR	unreviewed	Uncharacterized protein	CC_1065	Caulobacter crescentus (strain ATCC 19089 / CB15)	109
Q2N410	Q2N410	Q2N410_9CNID	unreviewed	11R-lipoxygenase		Gersemia fruticosa	679
Q65Z69	Q65Z69	Q65Z69_9GAMM	unreviewed	Alkaline serine protease	apa1	Pseudoalteromonas sp. AS-11	817
P20942	P20942	PHOS_RAT	reviewed	Phosducin (PHD) (33 kDa phototransducing protein) (Protein MEKA) (Rod photoreceptor 1) (RPR-1)	Pdc Rpr1	Rattus norvegicus (Rat)	246
Q8ZQ92	Q8ZQ92	Q8ZQ92_SALTY	unreviewed	Gifsy-2 prophage ATP-binding sugar transporter-like protein	STM1035	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99
Q44238	Q44238	PEPQ_ALTSX	reviewed	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (DFPase) (Imidodipeptidase) (Organophosphorus acid anhydrolase 2) (OPAA-2) (EC 3.1.8.2) (Paraoxon hydrolase) (Phosphotriesterase) (EC 3.1.8.1) (Proline dipeptidase) (Prolidase)	pepQ opaA	Alteromonas sp.	517
Q9KI21	Q9KI21	SURE_COXBU	reviewed	5'-nucleotidase SurE (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase)	surE CBU_1671	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)	258
Q8BND5	Q8BND5	QSOX1_MOUSE	reviewed	Sulfhydryl oxidase 1 (mSOx) (EC 1.8.3.2) (Quiescin Q6) (Skin sulfhydryl oxidase)	Qsox1 Qscn6 Sox	Mus musculus (Mouse)	748
Q9KJY7	Q9KJY7	Q9KJY7_KLEPN	unreviewed	Beta-lactamase (EC 3.5.2.6)	ges-1 blaGES-1	Klebsiella pneumoniae	287
Q5SLL5	Q5SLL5	PCKA_THET8	reviewed	Phosphoenolpyruvate carboxykinase [ATP] (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49)	pckA tthHB8IM TTHA0278	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	529
Q8TZI1	Q8TZI1	Q8TZI1_PYRFU	unreviewed	Uncharacterized protein	PF2011	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	82
P11655	P11655	SEC12_YEAST	reviewed	Guanine nucleotide-exchange factor SEC12 (Protein transport protein SEC12)	SEC12 SED2 YNR026C N3244	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	471
Q3T101	Q3T101	Q3T101_BOVIN	unreviewed	IGL@ protein	IGL@	Bos taurus (Bovine)	235
Q87Q40	Q87Q40	ASTE_VIBPA	reviewed	Succinylglutamate desuccinylase (EC 3.5.1.96)	astE VP1310	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	342
I6Y334	I6Y334	I6Y334_MYCTU	unreviewed	Phosphoenolpyruvate carboxykinase [GTP] (PEP carboxykinase) (PEPCK) (EC 4.1.1.32) (GTP-dependent phosphoenolpyruvate carboxykinase)	pckG LH57_01165	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	606
Q8PK08	Q8PK08	Q8PK08_XANAC	unreviewed	General stress protein	XAC2369	Xanthomonas axonopodis pv. citri (strain 306)	182
Q6M4Z6	Q6M4Z6	Q6M4Z6_CORGL		Deleted.			
P22217	P22217	TRX1_YEAST	reviewed	Thioredoxin-1 (Thioredoxin I) (TR-I) (Thioredoxin-2)	TRX1 TRX2 YLR043C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	103
Q5NEY8	Q5NEY8	Q5NEY8_FRATT	unreviewed	Nicotinate-nucleotide diphosphorylase (Nicotinate-nucleotide pyrophosphorylase) (EC 2.4.2.19)	nadC FTT_1468c BZ14_1300	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	287
Q9ZP19	Q9ZP19	PPO1_IPOBA	reviewed	Polyphenol oxidase I, chloroplastic (PPO-I) (EC 1.10.3.1) (Catechol oxidase I)	co-1	Ipomoea batatas (Sweet potato) (Convolvulus batatas)	496
Q83F42	Q83F42	Q83F42_COXBU	unreviewed	Lipoprotein	CBU_0109	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)	267
O66122	O66122	O66122_STRCH	unreviewed	CprB	cprB	Streptomyces coelicolor	215
P21062	P21062	SEMA_VACCC	reviewed	Semaphorin-like protein A39	A39R	Vaccinia virus (strain Copenhagen) (VACV)	403
B4KM86	B4KM86	B4KM86_DROMO	unreviewed	Uncharacterized protein	Dmoj\GI20122 Dmoj_GI20122 GI20122	Drosophila mojavensis (Fruit fly)	221
Q8PVV4	Q8PVV4	Q8PVV4_METMA	unreviewed	Conserved protein	MM_1853	Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)	212
Q8KNC3	Q8KNC3	Q8KNC3_MICEC	unreviewed	CalG4	calG4	Micromonospora echinospora (Micromonospora purpurea)	401
P43455	P43455	NTPG_ENTHA	reviewed	V-type sodium ATPase subunit G (Na(+)-translocating ATPase subunit G) (V-type sodium pump subunit G)	ntpG ntpQ EHR_08255	Enterococcus hirae (strain ATCC 9790 / DSM 20160 / JCM 8729 / LMG 6399 / NBRC 3181 / NCIMB 6459 / NCDO 1258)	103
P40893	P40893	REE1_YEAST	reviewed	Regulation of enolase protein 1	REE1 YJL217W HRC198 J0226	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198
Q81IM3	Q81IM3	Q81IM3_BACCR	unreviewed	Polysaccharide deacetylase	BC_0361	Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711)	360
Q63K37	Q63K37	BIPD_BURPS	reviewed	Translocator protein BipD	bipD BPSS1529	Burkholderia pseudomallei (strain K96243)	310
Q82X29	Q82X29	Q82X29_NITEU	unreviewed	Uncharacterized protein	NE0471	Nitrosomonas europaea (strain ATCC 19718 / NBRC 14298)	166
P35585	P35585	AP1M1_MOUSE	reviewed	AP-1 complex subunit mu-1 (AP-mu chain family member mu1A) (Adaptor protein complex AP-1 subunit mu-1) (Adaptor-related protein complex 1 subunit mu-1) (Clathrin assembly protein complex 1 mu-1 medium chain 1) (Clathrin coat assembly protein AP47) (Clathrin coat-associated protein AP47) (Golgi adaptor HA1/AP1 adaptin mu-1 subunit) (Mu-adaptin 1) (Mu1A-adaptin)	Ap1m1 Cltnm	Mus musculus (Mouse)	423
Q6XJV4	Q6XJV4	MO2R4_MOUSE	reviewed	Cell surface glycoprotein CD200 receptor 4 (CD200 cell surface glycoprotein receptor-like 4) (CD200 receptor-like 4) (CD200 cell surface glycoprotein receptor-like a) (CD200RLa) (Cell surface glycoprotein OX2 receptor 4)	Cd200r4	Mus musculus (Mouse)	270
A5MA43	A5MA43	A5MA43_STREE	unreviewed	Putative uncharacterized protein	CGSSp14BS69_13103	Streptococcus pneumoniae SP14-BS69	120
D2PT67	D2PT67	D2PT67_KRIFD	unreviewed	Rhamnose ABC transporter, periplasmic rhamnose-binding protein	Kfla_0259	Kribbella flavida (strain DSM 17836 / JCM 10339 / NBRC 14399)	363
Q9K7B8	Q9K7B8	Q9K7B8_BACHD	unreviewed	Sugar ABC transporter (Sugar-binding protein)	BH3448	Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125)	335
Q4VKJ6	Q4VKJ6	Q4VKJ6_9STRA	unreviewed	Avirulence protein	ATR1NdWsB	Hyaloperonospora parasitica	311
Q5WRG2	Q5WRG2	Q5WRG2_RAT	unreviewed	Angiogenin	Ang Ang1	Rattus norvegicus (Rat)	145
P08535	P08535	HBB_LEPEU	reviewed	Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain)	HBB	Lepus europaeus (European hare)	147
Q61006	Q61006	MUSK_MOUSE	reviewed	Muscle, skeletal receptor tyrosine-protein kinase (EC 2.7.10.1) (Muscle-specific tyrosine-protein kinase receptor) (MuSK) (Muscle-specific kinase receptor)	Musk Nsk2	Mus musculus (Mouse)	868
Q8DSV8	Q8DSV8	Q8DSV8_STRMU	unreviewed	Putative arsenate reductase	SMU_1651	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	117
Q80TS3	Q80TS3	AGRL3_MOUSE	reviewed	Adhesion G protein-coupled receptor L3 (Latrophilin-3) (Lectomedin-3)	Adgrl3 Kiaa0768 Lec3 Lphn3	Mus musculus (Mouse)	1537
P81122	P81122	IRS2_MOUSE	reviewed	Insulin receptor substrate 2 (IRS-2) (4PS)	Irs2	Mus musculus (Mouse)	1321
P23907	P23907	PRIO_SHEEP	reviewed	Major prion protein (PrP) (CD antigen CD230)	PRNP PRP SIP	Ovis aries (Sheep)	256
Q8ZYK1	Q8ZYK1	Q8ZYK1_PYRAE	unreviewed	ORC1-type DNA replication protein	PAE0737	Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)	389
F2WK69	F2WK69	F2WK69_ECO57	unreviewed	Uncharacterized protein		Escherichia coli O157:H7	377
P19831	P19831	HBA_PSIKR	reviewed	Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain)	HBA	Psittacula krameri (Rose-ringed parakeet)	141
A6L916	A6L916	A6L916_PARD8	unreviewed	Putative glycerophosphodiester phosphodiesterase	BDI_0402	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / NCTC 11152)	258
P49960	P49960	PRP24_YEAST	reviewed	U4/U6 snRNA-associated-splicing factor PRP24 (U4/U6 snRNP protein)	PRP24 YMR268C YM8156.10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	444
P11342	P11342	HBB_COLLI	reviewed	Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain)	HBB	Columba livia (Rock dove)	146
P11392	P11392	PHEA_PORPP	reviewed	B-phycoerythrin alpha chain	cpeA	Porphyridium purpureum (Red alga) (Porphyridium cruentum)	164
Q46TU1	Q46TU1	Q46TU1_CUPPJ	unreviewed	Cupin region	Reut_B4087	Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197) (Ralstonia eutropha (strain JMP 134))	113
C5C3W0	C5C3W0	C5C3W0_BEUC1	unreviewed	Beta-N-acetylhexosaminidase (EC 3.2.1.52)	Bcav_3777	Beutenbergia cavernae (strain ATCC BAA-8 / DSM 12333 / NBRC 16432)	408
Q2KAI6	Q2KAI6	Q2KAI6_RHIEC	unreviewed	Probable oxidoreductase protein	RHE_CH01346	Rhizobium etli (strain CFN 42 / ATCC 51251)	371
H3JQU7	H3JQU7	H3JQU7_ENTQU	unreviewed	Red fluorescent protein eqFP578		Entacmaea quadricolor (Bubble-tip anemone) (Parasicyonis actinostoloides)	231
Q53W84	Q53W84	Q53W84_THET8	unreviewed	Malate/L-lactate dehydrogenase family protein	TTHB078	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	344
Q9WZ40	Q9WZ40	Q9WZ40_THEMA	unreviewed	Signal recognition particle receptor FtsY (SRP receptor)	ftsY TM_0570 Tmari_0568	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	294
Q0GMU3	Q0GMU3	Q0GMU3_9BACT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglA	uncultured bacterium	485
Q88E39	Q88E39	Q88E39_PSEPK	unreviewed	Sensory box protein	PP_4629	Pseudomonas putida (strain KT2440)	142
S5FV19	S5FV19	CPA_STRPY	reviewed	Pilus tip adhesin Cpa (Fragment)	cpa	Streptococcus pyogenes	680
O15923	O15923	O15923_TRYCR	unreviewed	Deoxyuridine triphosphatase	Tcdut	Trypanosoma cruzi	283
